subscription_id,user_id,plan_type,monthly_revenue,subscription_start,is_churned
1252,1252,Professional,2999,2024-10-28,1
1253,1253,Starter,999,2025-04-27,0
1254,1254,Starter,999,2024-07-30,1
1255,1255,Starter,999,2024-07-16,0
1256,1256,Starter,999,2026-02-08,0
1257,1257,Professional,2999,2025-02-05,0
1258,1258,Starter,999,2025-06-20,0
1259,1259,Starter,999,2025-06-15,0
1260,1260,Starter,999,2025-01-30,0
1261,1261,Starter,999,2025-12-06,1
1262,1262,Starter,999,2025-02-20,0
1263,1263,Starter,999,2024-09-01,0
1264,1264,Starter,999,2025-05-05,1
1265,1265,Starter,999,2025-06-07,0
1266,1266,Starter,999,2025-11-06,0
1267,1267,Starter,999,2025-12-12,0
1268,1268,Enterprise,9999,2025-05-11,0
1269,1269,Professional,2999,2025-02-26,0
1270,1270,Professional,2999,2026-02-13,1
1271,1271,Professional,2999,2026-01-29,0
1272,1272,Starter,999,2025-01-22,0
1273,1273,Starter,999,2026-01-17,1
1274,1274,Starter,999,2025-04-17,0
1275,1275,Starter,999,2025-12-10,1
1276,1276,Starter,999,2025-05-20,0
1277,1277,Professional,2999,2025-01-31,1
1278,1278,Professional,2999,2026-03-28,0
1279,1279,Starter,999,2026-01-02,1
1280,1280,Professional,2999,2024-07-05,0
1281,1281,Professional,2999,2026-06-15,0
1282,1282,Starter,999,2025-11-10,0
1283,1283,Starter,999,2025-02-27,0
1284,1284,Starter,999,2026-02-07,0
1285,1285,Starter,999,2025-01-06,0
1286,1286,Enterprise,9999,2025-12-26,0
1287,1287,Professional,2999,2026-02-15,0
1288,1288,Starter,999,2024-08-02,0
1289,1289,Starter,999,2025-07-27,0
1290,1290,Professional,2999,2026-01-31,0
1291,1291,Starter,999,2025-08-23,0
1292,1292,Starter,999,2026-03-07,0
1293,1293,Starter,999,2025-06-07,1
1294,1294,Professional,2999,2025-02-07,1
1295,1295,Professional,2999,2025-03-13,0
1296,1296,Starter,999,2025-09-24,1
1297,1297,Starter,999,2024-07-07,0
1298,1298,Professional,2999,2025-01-18,0
1299,1299,Starter,999,2025-08-25,0
1300,1300,Professional,2999,2024-11-04,0
1301,1301,Professional,2999,2025-07-16,0
1302,1302,Starter,999,2024-07-27,1
1303,1303,Starter,999,2024-12-26,1
1304,1304,Professional,2999,2026-04-08,1
1305,1305,Starter,999,2026-03-27,0
1306,1306,Starter,999,2025-07-30,0
1307,1307,Professional,2999,2025-11-26,0
1308,1308,Professional,2999,2025-05-21,1
1309,1309,Enterprise,9999,2026-01-17,0
1310,1310,Starter,999,2026-06-14,0
1311,1311,Starter,999,2025-03-05,0
1312,1312,Starter,999,2025-11-26,0
1313,1313,Professional,2999,2025-06-04,0
1314,1314,Starter,999,2025-04-23,0
1315,1315,Starter,999,2025-08-13,0
1316,1316,Professional,2999,2025-02-22,0
1317,1317,Starter,999,2025-06-14,1
1318,1318,Starter,999,2025-10-11,0
1319,1319,Professional,2999,2025-02-22,0
1320,1320,Starter,999,2025-06-07,0
1321,1321,Professional,2999,2026-06-14,0
1322,1322,Starter,999,2025-05-24,0
1323,1323,Professional,2999,2024-06-24,0
1324,1324,Starter,999,2026-03-20,0
1325,1325,Starter,999,2025-08-10,0
1326,1326,Professional,2999,2025-08-20,1
1327,1327,Starter,999,2026-05-06,0
1328,1328,Starter,999,2024-10-26,0
1329,1329,Starter,999,2025-01-13,0
1330,1330,Starter,999,2025-11-22,1
1331,1331,Starter,999,2026-01-07,1
1332,1332,Professional,2999,2026-02-24,0
1333,1333,Starter,999,2026-06-23,0
1334,1334,Starter,999,2025-09-05,0
1335,1335,Professional,2999,2024-09-21,0
1336,1336,Starter,999,2025-12-14,1
1337,1337,Starter,999,2025-07-13,0
1338,1338,Starter,999,2024-10-16,1
1339,1339,Starter,999,2025-03-11,1
1340,1340,Professional,2999,2025-07-27,1
1341,1341,Enterprise,9999,2026-03-20,0
1342,1342,Starter,999,2026-03-11,0
1343,1343,Starter,999,2025-11-06,1
1344,1344,Starter,999,2026-02-17,0
1345,1345,Professional,2999,2025-03-23,0
1346,1346,Professional,2999,2025-01-10,0
1347,1347,Professional,2999,2026-04-29,0
1348,1348,Enterprise,9999,2025-07-11,0
1349,1349,Starter,999,2024-10-09,0
1350,1350,Enterprise,9999,2025-07-12,0
1351,1351,Professional,2999,2026-04-10,0
1352,1352,Starter,999,2025-07-19,1
1353,1353,Professional,2999,2025-09-03,0
1354,1354,Starter,999,2025-02-06,1
1355,1355,Professional,2999,2024-12-26,1
1356,1356,Starter,999,2025-10-28,0
1357,1357,Starter,999,2025-06-11,0
1358,1358,Starter,999,2024-12-07,0
1359,1359,Professional,2999,2025-12-01,0
1360,1360,Enterprise,9999,2026-03-20,0
1361,1361,Professional,2999,2024-06-29,0
1362,1362,Starter,999,2026-04-07,0
1363,1363,Professional,2999,2025-02-06,1
1364,1364,Starter,999,2024-07-22,0
1365,1365,Starter,999,2025-07-11,0
1366,1366,Professional,2999,2025-10-21,0
1367,1367,Starter,999,2024-11-18,0
1368,1368,Starter,999,2026-05-11,1
1369,1369,Starter,999,2025-01-12,1
1370,1370,Starter,999,2026-05-15,1
1371,1371,Starter,999,2025-01-03,1
1372,1372,Professional,2999,2025-07-17,0
1373,1373,Professional,2999,2025-08-07,0
1374,1374,Professional,2999,2024-08-11,0
1375,1375,Starter,999,2026-04-28,0
1376,1376,Enterprise,9999,2025-04-09,0
1377,1377,Enterprise,9999,2025-04-02,0
1378,1378,Enterprise,9999,2026-04-13,0
1379,1379,Starter,999,2025-01-29,0
1380,1380,Starter,999,2025-04-27,0
1381,1381,Enterprise,9999,2025-11-23,0
1382,1382,Starter,999,2025-04-12,0
1383,1383,Enterprise,9999,2026-02-27,0
1384,1384,Starter,999,2026-05-06,0
1385,1385,Enterprise,9999,2025-03-28,0
1386,1386,Starter,999,2025-05-19,0
1387,1387,Enterprise,9999,2026-06-12,0
1388,1388,Starter,999,2025-11-01,0
1389,1389,Starter,999,2025-07-27,1
1390,1390,Professional,2999,2024-08-21,1
1391,1391,Starter,999,2026-01-09,1
1392,1392,Professional,2999,2026-06-23,0
1393,1393,Starter,999,2025-12-18,0
1394,1394,Starter,999,2024-08-03,1
1395,1395,Starter,999,2026-01-19,0
1396,1396,Enterprise,9999,2025-05-22,0
1397,1397,Starter,999,2024-11-30,0
1398,1398,Starter,999,2025-12-06,0
1399,1399,Starter,999,2026-05-18,1
1400,1400,Starter,999,2026-04-02,0
1401,1401,Starter,999,2026-03-15,0
1402,1402,Enterprise,9999,2025-10-16,0
1403,1403,Starter,999,2025-02-14,0
1404,1404,Professional,2999,2025-08-27,0
1405,1405,Professional,2999,2025-10-23,0
1406,1406,Starter,999,2024-10-14,0
1407,1407,Enterprise,9999,2026-01-29,0
1408,1408,Professional,2999,2025-07-21,1
1409,1409,Professional,2999,2026-04-17,0
1410,1410,Starter,999,2025-03-19,0
1411,1411,Professional,2999,2024-09-08,0
1412,1412,Professional,2999,2026-05-19,1
1413,1413,Professional,2999,2024-07-08,0
1414,1414,Starter,999,2024-09-07,1
1415,1415,Professional,2999,2026-01-13,0
1416,1416,Starter,999,2025-10-13,1
1417,1417,Starter,999,2026-05-07,0
1418,1418,Starter,999,2025-09-02,1
1419,1419,Professional,2999,2026-01-06,0
1420,1420,Starter,999,2025-12-29,0
1421,1421,Professional,2999,2025-12-12,0
1422,1422,Starter,999,2025-07-07,0
1423,1423,Starter,999,2025-04-07,1
1424,1424,Starter,999,2026-06-21,0
1425,1425,Professional,2999,2025-06-27,0
1426,1426,Starter,999,2024-07-09,0
1427,1427,Starter,999,2025-02-10,0
1428,1428,Starter,999,2025-05-03,0
1429,1429,Professional,2999,2025-08-13,0
1430,1430,Starter,999,2025-12-09,1
1431,1431,Enterprise,9999,2026-01-16,1
1432,1432,Starter,999,2025-05-21,1
1433,1433,Enterprise,9999,2024-07-24,0
1434,1434,Starter,999,2025-10-30,0
1435,1435,Starter,999,2025-05-28,0
1436,1436,Starter,999,2025-07-03,0
1437,1437,Starter,999,2024-12-04,1
1438,1438,Starter,999,2025-07-19,0
1439,1439,Starter,999,2026-03-04,1
1440,1440,Starter,999,2026-06-06,1
1441,1441,Starter,999,2025-11-20,0
1442,1442,Starter,999,2025-12-24,0
1443,1443,Professional,2999,2025-07-19,0
1444,1444,Starter,999,2025-06-18,1
1445,1445,Starter,999,2025-07-12,1
1446,1446,Professional,2999,2025-10-05,0
1447,1447,Professional,2999,2024-08-28,0
1448,1448,Starter,999,2026-03-21,1
1449,1449,Professional,2999,2026-01-21,0
1450,1450,Professional,2999,2026-06-04,0
1451,1451,Starter,999,2025-04-18,0
1452,1452,Enterprise,9999,2025-10-29,0
1453,1453,Professional,2999,2024-12-13,0
1454,1454,Enterprise,9999,2026-03-02,0
1455,1455,Enterprise,9999,2024-07-27,0
1456,1456,Starter,999,2025-08-04,0
1457,1457,Starter,999,2026-02-13,0
1458,1458,Enterprise,9999,2025-03-15,0
1459,1459,Starter,999,2025-08-08,0
1460,1460,Starter,999,2024-12-16,0
1461,1461,Professional,2999,2026-03-22,0
1462,1462,Enterprise,9999,2026-04-08,0
1463,1463,Professional,2999,2024-12-10,0
1464,1464,Starter,999,2025-11-23,0
1465,1465,Starter,999,2025-06-12,0
1466,1466,Starter,999,2024-08-28,1
1467,1467,Starter,999,2025-09-24,0
1468,1468,Starter,999,2024-07-12,0
1469,1469,Starter,999,2025-06-06,0
1470,1470,Professional,2999,2025-02-14,1
1471,1471,Starter,999,2024-11-28,1
1472,1472,Professional,2999,2025-07-02,0
1473,1473,Starter,999,2025-11-17,0
1474,1474,Starter,999,2024-10-15,0
1475,1475,Starter,999,2025-03-18,0
1476,1476,Starter,999,2025-11-09,0
1477,1477,Starter,999,2025-07-22,0
1478,1478,Professional,2999,2025-09-17,0
1479,1479,Starter,999,2024-11-11,0
1480,1480,Professional,2999,2025-03-04,0
1481,1481,Starter,999,2025-02-01,0
1482,1482,Starter,999,2025-04-06,0
1483,1483,Enterprise,9999,2024-12-25,0
1484,1484,Starter,999,2026-04-08,0
1485,1485,Starter,999,2025-11-25,1
1486,1486,Enterprise,9999,2025-12-20,0
1487,1487,Professional,2999,2024-07-16,0
1488,1488,Starter,999,2025-09-16,1
1489,1489,Starter,999,2024-09-07,0
1490,1490,Starter,999,2026-05-07,0
1491,1491,Starter,999,2025-01-23,0
1492,1492,Starter,999,2025-11-17,0
1493,1493,Professional,2999,2024-08-05,0
1494,1494,Starter,999,2025-01-30,0
1495,1495,Starter,999,2025-10-16,0
1496,1496,Starter,999,2024-12-13,1
1497,1497,Starter,999,2025-06-14,0
1498,1498,Starter,999,2025-02-25,0
1499,1499,Starter,999,2025-10-04,1
1500,1500,Starter,999,2025-12-25,0
1501,1501,Starter,999,2025-07-16,0
1502,1502,Starter,999,2025-02-26,0
1503,1503,Starter,999,2024-09-12,1
1504,1504,Enterprise,9999,2025-05-20,0
1505,1505,Professional,2999,2024-11-25,0
1506,1506,Starter,999,2025-08-12,1
1507,1507,Starter,999,2026-03-04,0
1508,1508,Starter,999,2025-01-09,1
1509,1509,Starter,999,2025-05-31,0
1510,1510,Professional,2999,2026-01-23,0
1511,1511,Enterprise,9999,2024-09-08,0
1512,1512,Starter,999,2025-09-25,0
1513,1513,Professional,2999,2025-08-23,1
1514,1514,Starter,999,2025-10-13,1
1515,1515,Starter,999,2026-03-05,0
1516,1516,Starter,999,2025-03-21,0
1517,1517,Professional,2999,2026-03-10,0
1518,1518,Professional,2999,2026-05-15,0
1519,1519,Professional,2999,2025-08-09,0
1520,1520,Starter,999,2025-02-01,0
1521,1521,Starter,999,2024-10-16,0
1522,1522,Starter,999,2025-06-29,1
1523,1523,Enterprise,9999,2025-07-01,0
1524,1524,Enterprise,9999,2025-04-29,0
1525,1525,Starter,999,2024-11-23,0
1526,1526,Professional,2999,2024-08-23,0
1527,1527,Starter,999,2024-09-29,0
1528,1528,Enterprise,9999,2024-06-27,0
1529,1529,Starter,999,2025-11-30,0
1530,1530,Professional,2999,2025-10-10,0
1531,1531,Starter,999,2026-02-16,0
1532,1532,Professional,2999,2026-01-17,0
1533,1533,Enterprise,9999,2024-10-10,0
1534,1534,Starter,999,2024-12-28,1
1535,1535,Starter,999,2026-01-04,0
1536,1536,Professional,2999,2025-03-29,0
1537,1537,Starter,999,2025-11-05,0
1538,1538,Professional,2999,2025-11-24,0
1539,1539,Starter,999,2025-09-20,1
1540,1540,Starter,999,2025-06-29,0
1541,1541,Professional,2999,2025-01-26,0
1542,1542,Starter,999,2025-03-17,1
1543,1543,Starter,999,2024-07-02,0
1544,1544,Starter,999,2024-12-31,0
1545,1545,Starter,999,2026-04-13,0
1546,1546,Starter,999,2024-07-07,0
1547,1547,Professional,2999,2025-09-21,0
1548,1548,Starter,999,2025-06-27,0
1549,1549,Professional,2999,2025-11-19,0
1550,1550,Starter,999,2026-06-19,0
1551,1551,Starter,999,2024-11-10,0
1552,1552,Professional,2999,2026-03-12,0
1553,1553,Starter,999,2026-02-02,0
1554,1554,Starter,999,2025-03-18,0
1555,1555,Professional,2999,2025-05-03,0
1556,1556,Starter,999,2025-09-30,0
1557,1557,Starter,999,2025-01-05,0
1558,1558,Starter,999,2024-11-27,1
1559,1559,Professional,2999,2024-11-13,0
1560,1560,Professional,2999,2026-04-03,0
1561,1561,Professional,2999,2024-06-24,0
1562,1562,Enterprise,9999,2025-12-31,0
1563,1563,Starter,999,2026-04-11,0
1564,1564,Enterprise,9999,2025-09-19,1
1565,1565,Professional,2999,2025-09-06,0
1566,1566,Enterprise,9999,2024-08-13,0
1567,1567,Professional,2999,2024-10-05,0
1568,1568,Starter,999,2024-11-28,0
1569,1569,Starter,999,2024-10-20,0
1570,1570,Starter,999,2025-01-27,0
1571,1571,Starter,999,2024-12-13,0
1572,1572,Starter,999,2025-08-25,0
1573,1573,Starter,999,2025-04-19,0
1574,1574,Starter,999,2026-05-04,0
1575,1575,Starter,999,2025-11-13,0
1576,1576,Enterprise,9999,2025-08-09,0
1577,1577,Starter,999,2025-12-15,0
1578,1578,Starter,999,2025-08-09,1
1579,1579,Professional,2999,2024-09-10,1
1580,1580,Starter,999,2025-01-27,0
1581,1581,Starter,999,2024-09-15,0
1582,1582,Starter,999,2026-01-01,0
1583,1583,Starter,999,2025-05-11,0
1584,1584,Starter,999,2026-03-22,0
1585,1585,Starter,999,2024-12-06,0
1586,1586,Starter,999,2025-08-22,0
1587,1587,Professional,2999,2026-03-22,1
1588,1588,Starter,999,2025-02-12,1
1589,1589,Enterprise,9999,2024-08-15,0
1590,1590,Professional,2999,2024-11-13,0
1591,1591,Starter,999,2025-03-13,0
1592,1592,Starter,999,2024-12-30,0
1593,1593,Professional,2999,2024-10-26,1
1594,1594,Starter,999,2026-04-29,1
1595,1595,Enterprise,9999,2024-10-08,0
1596,1596,Starter,999,2025-01-12,0
1597,1597,Professional,2999,2026-06-08,0
1598,1598,Starter,999,2026-05-22,0
1599,1599,Professional,2999,2024-11-03,0
1600,1600,Professional,2999,2024-11-17,0
1601,1601,Enterprise,9999,2025-05-19,0
1602,1602,Professional,2999,2025-07-05,0
1603,1603,Professional,2999,2024-12-23,0
1604,1604,Starter,999,2025-09-07,0
1605,1605,Starter,999,2025-09-03,0
1606,1606,Starter,999,2026-01-06,0
1607,1607,Professional,2999,2024-09-12,1
1608,1608,Starter,999,2025-02-22,0
1609,1609,Professional,2999,2024-10-08,0
1610,1610,Starter,999,2024-08-07,0
1611,1611,Professional,2999,2026-06-19,0
1612,1612,Starter,999,2026-05-04,0
1613,1613,Starter,999,2026-01-30,0
1614,1614,Starter,999,2026-01-06,0
1615,1615,Starter,999,2025-03-21,0
1616,1616,Starter,999,2025-09-09,0
1617,1617,Starter,999,2026-02-19,0
1618,1618,Starter,999,2025-03-05,0
1619,1619,Professional,2999,2025-02-07,0
1620,1620,Enterprise,9999,2026-04-09,0
1621,1621,Starter,999,2026-01-24,0
1622,1622,Professional,2999,2025-04-25,0
1623,1623,Starter,999,2026-02-19,0
1624,1624,Starter,999,2024-09-06,0
1625,1625,Starter,999,2024-10-24,0
1626,1626,Starter,999,2026-01-04,1
1627,1627,Starter,999,2025-11-15,1
1628,1628,Starter,999,2026-04-08,0
1629,1629,Professional,2999,2025-05-13,0
1630,1630,Professional,2999,2026-04-08,0
1631,1631,Starter,999,2024-10-30,1
1632,1632,Starter,999,2026-05-13,0
1633,1633,Starter,999,2025-06-27,0
1634,1634,Professional,2999,2025-09-03,0
1635,1635,Starter,999,2025-08-23,1
1636,1636,Starter,999,2024-09-22,1
1637,1637,Starter,999,2026-06-08,0
1638,1638,Professional,2999,2026-01-15,0
1639,1639,Professional,2999,2026-02-19,0
1640,1640,Starter,999,2025-02-10,0
1641,1641,Starter,999,2024-09-20,0
1642,1642,Professional,2999,2024-12-20,0
1643,1643,Starter,999,2024-09-02,1
1644,1644,Starter,999,2025-10-08,1
1645,1645,Professional,2999,2025-11-03,0
1646,1646,Starter,999,2024-12-03,0
1647,1647,Starter,999,2025-12-11,1
1648,1648,Professional,2999,2025-01-01,1
1649,1649,Professional,2999,2025-09-28,0
1650,1650,Enterprise,9999,2024-12-15,0
1651,1651,Professional,2999,2026-03-05,0
1652,1652,Starter,999,2025-07-23,0
1653,1653,Starter,999,2024-08-16,1
1654,1654,Starter,999,2026-04-12,0
1655,1655,Starter,999,2025-12-04,1
1656,1656,Starter,999,2025-10-26,1
1657,1657,Enterprise,9999,2025-05-30,0
1658,1658,Starter,999,2024-12-09,0
1659,1659,Professional,2999,2026-02-11,0
1660,1660,Starter,999,2026-04-06,0
1661,1661,Starter,999,2025-07-31,1
1662,1662,Starter,999,2025-06-30,1
1663,1663,Professional,2999,2025-07-08,0
1664,1664,Professional,2999,2025-11-17,0
1665,1665,Starter,999,2025-10-09,0
1666,1666,Starter,999,2024-12-26,0
1667,1667,Starter,999,2024-12-26,0
1668,1668,Starter,999,2024-07-18,0
1669,1669,Starter,999,2024-09-26,0
1670,1670,Professional,2999,2026-06-21,0
1671,1671,Starter,999,2024-09-08,0
1672,1672,Professional,2999,2025-05-21,0
1673,1673,Starter,999,2025-07-03,1
1674,1674,Starter,999,2026-06-15,0
1675,1675,Starter,999,2025-01-10,0
1676,1676,Starter,999,2024-09-14,0
1677,1677,Starter,999,2024-11-08,0
1678,1678,Starter,999,2025-05-20,0
1679,1679,Professional,2999,2025-04-19,0
1680,1680,Starter,999,2025-02-13,0
1681,1681,Enterprise,9999,2026-01-25,0
1682,1682,Starter,999,2025-03-20,0
1683,1683,Starter,999,2026-05-05,1
1684,1684,Professional,2999,2026-01-26,0
1685,1685,Professional,2999,2026-02-12,0
1686,1686,Starter,999,2024-10-06,1
1687,1687,Starter,999,2025-03-21,1
1688,1688,Professional,2999,2026-02-19,0
1689,1689,Starter,999,2025-10-01,0
1690,1690,Starter,999,2026-02-12,0
1691,1691,Starter,999,2025-05-15,0
1692,1692,Enterprise,9999,2024-12-26,0
1693,1693,Starter,999,2024-11-02,0
1694,1694,Starter,999,2025-05-04,0
1695,1695,Starter,999,2025-10-06,0
1696,1696,Professional,2999,2026-03-26,0
1697,1697,Starter,999,2025-10-03,1
1698,1698,Enterprise,9999,2026-06-20,0
1699,1699,Starter,999,2026-06-02,0
1700,1700,Starter,999,2024-10-17,0
1701,1701,Starter,999,2026-03-03,0
1702,1702,Enterprise,9999,2026-04-09,0
1703,1703,Professional,2999,2025-02-16,1
1704,1704,Starter,999,2026-05-19,1
1705,1705,Professional,2999,2025-06-11,0
1706,1706,Starter,999,2025-10-01,0
1707,1707,Starter,999,2025-10-24,0
1708,1708,Professional,2999,2025-08-15,1
1709,1709,Professional,2999,2024-10-17,0
1710,1710,Enterprise,9999,2025-09-24,0
1711,1711,Starter,999,2025-08-17,1
1712,1712,Enterprise,9999,2025-10-04,0
1713,1713,Starter,999,2026-02-09,0
1714,1714,Starter,999,2025-04-25,1
1715,1715,Enterprise,9999,2025-06-25,0
1716,1716,Enterprise,9999,2025-09-05,0
1717,1717,Professional,2999,2025-04-04,0
1718,1718,Starter,999,2025-06-06,1
1719,1719,Starter,999,2025-05-28,0
1720,1720,Professional,2999,2025-12-20,0
1721,1721,Professional,2999,2026-03-27,0
1722,1722,Starter,999,2025-05-11,0
1723,1723,Starter,999,2025-09-26,0
1724,1724,Starter,999,2025-05-15,0
1725,1725,Professional,2999,2024-08-19,0
1726,1726,Professional,2999,2025-09-24,0
1727,1727,Enterprise,9999,2024-08-18,0
1728,1728,Starter,999,2026-03-06,1
1729,1729,Professional,2999,2026-05-27,1
1730,1730,Starter,999,2025-05-11,0
1731,1731,Starter,999,2025-09-24,1
1732,1732,Starter,999,2026-02-13,1
1733,1733,Professional,2999,2026-05-16,0
1734,1734,Enterprise,9999,2024-07-04,0
1735,1735,Starter,999,2025-10-20,0
1736,1736,Starter,999,2024-11-17,0
1737,1737,Professional,2999,2024-12-04,0
1738,1738,Enterprise,9999,2025-12-29,0
1739,1739,Starter,999,2024-09-15,0
1740,1740,Starter,999,2025-12-31,0
1741,1741,Professional,2999,2025-12-07,0
1742,1742,Enterprise,9999,2024-08-07,0
1743,1743,Starter,999,2024-08-07,0
1744,1744,Professional,2999,2025-12-12,0
1745,1745,Professional,2999,2024-08-19,0
1746,1746,Starter,999,2025-10-21,0
1747,1747,Enterprise,9999,2026-02-18,0
1748,1748,Starter,999,2024-07-03,0
1749,1749,Professional,2999,2024-10-29,0
1750,1750,Starter,999,2025-10-24,0
1751,1751,Professional,2999,2025-04-13,0
1752,1752,Enterprise,9999,2024-09-18,0
1753,1753,Professional,2999,2024-09-02,0
1754,1754,Starter,999,2025-02-19,0
1755,1755,Professional,2999,2024-07-16,1
1756,1756,Starter,999,2025-05-22,0
1757,1757,Enterprise,9999,2024-10-02,0
1758,1758,Starter,999,2025-03-04,0
1759,1759,Enterprise,9999,2024-10-27,0
1760,1760,Starter,999,2026-06-16,1
1761,1761,Starter,999,2025-03-26,0
1762,1762,Starter,999,2025-07-24,0
1763,1763,Starter,999,2025-04-18,0
1764,1764,Starter,999,2024-09-07,1
1765,1765,Starter,999,2025-01-10,0
1766,1766,Starter,999,2025-08-30,0
1767,1767,Starter,999,2024-12-14,1
1768,1768,Starter,999,2025-10-05,0
1769,1769,Starter,999,2025-02-18,1
1770,1770,Professional,2999,2026-04-09,0
1771,1771,Starter,999,2025-02-26,0
1772,1772,Starter,999,2024-10-03,0
1773,1773,Starter,999,2024-12-11,0
1774,1774,Starter,999,2025-09-21,0
1775,1775,Starter,999,2025-12-22,1
1776,1776,Professional,2999,2026-01-25,0
1777,1777,Starter,999,2026-02-03,0
1778,1778,Starter,999,2025-01-01,0
1779,1779,Starter,999,2024-08-22,0
1780,1780,Enterprise,9999,2025-01-04,0
1781,1781,Professional,2999,2025-03-13,0
1782,1782,Starter,999,2025-07-26,0
1783,1783,Professional,2999,2024-12-13,0
1784,1784,Starter,999,2026-04-28,0
1785,1785,Starter,999,2026-06-07,1
1786,1786,Starter,999,2026-04-17,1
1787,1787,Professional,2999,2026-06-15,0
1788,1788,Professional,2999,2025-01-07,0
1789,1789,Starter,999,2026-04-21,0
1790,1790,Professional,2999,2024-11-26,0
1791,1791,Starter,999,2026-06-10,1
1792,1792,Enterprise,9999,2024-11-18,0
1793,1793,Starter,999,2025-12-08,0
1794,1794,Starter,999,2025-11-17,1
1795,1795,Starter,999,2026-01-15,0
1796,1796,Starter,999,2026-01-11,0
1797,1797,Starter,999,2026-01-19,0
1798,1798,Starter,999,2025-12-16,0
1799,1799,Starter,999,2026-06-17,0
1800,1800,Starter,999,2026-04-16,0
1801,1801,Starter,999,2024-11-11,0
1802,1802,Professional,2999,2026-02-26,0
1803,1803,Starter,999,2025-09-03,1
1804,1804,Enterprise,9999,2025-03-30,0
1805,1805,Starter,999,2025-12-23,0
1806,1806,Starter,999,2026-02-20,0
1807,1807,Professional,2999,2024-07-23,1
1808,1808,Starter,999,2024-09-14,0
1809,1809,Starter,999,2024-08-21,0
1810,1810,Starter,999,2026-04-11,0
1811,1811,Starter,999,2026-02-15,0
1812,1812,Starter,999,2025-09-20,1
1813,1813,Starter,999,2025-07-14,0
1814,1814,Starter,999,2025-11-01,0
1815,1815,Professional,2999,2025-01-06,1
1816,1816,Enterprise,9999,2025-05-18,0
1817,1817,Starter,999,2024-10-23,0
1818,1818,Professional,2999,2024-11-18,0
1819,1819,Starter,999,2025-05-06,0
1820,1820,Professional,2999,2025-07-13,0
1821,1821,Starter,999,2024-08-30,0
1822,1822,Professional,2999,2026-01-01,0
1823,1823,Enterprise,9999,2025-05-28,0
1824,1824,Starter,999,2025-10-02,1
1825,1825,Professional,2999,2025-01-14,0
1826,1826,Starter,999,2025-11-05,1
1827,1827,Starter,999,2024-08-03,0
1828,1828,Starter,999,2025-09-29,0
1829,1829,Starter,999,2025-05-10,0
1830,1830,Starter,999,2026-06-13,0
1831,1831,Starter,999,2025-04-20,0
1832,1832,Professional,2999,2025-01-08,0
1833,1833,Starter,999,2026-06-02,0
1834,1834,Professional,2999,2025-06-24,0
1835,1835,Starter,999,2025-12-28,1
1836,1836,Starter,999,2025-05-10,0
1837,1837,Professional,2999,2026-03-03,0
1838,1838,Starter,999,2024-07-19,1
1839,1839,Starter,999,2024-08-23,1
1840,1840,Professional,2999,2026-02-14,0
1841,1841,Starter,999,2026-04-22,0
1842,1842,Starter,999,2025-06-18,1
1843,1843,Professional,2999,2025-11-11,0
1844,1844,Enterprise,9999,2024-09-16,0
1845,1845,Professional,2999,2025-03-10,0
1846,1846,Starter,999,2025-03-27,1
1847,1847,Professional,2999,2025-05-27,0
1848,1848,Starter,999,2025-05-13,0
1849,1849,Professional,2999,2024-09-09,0
1850,1850,Starter,999,2024-07-30,0
1851,1851,Starter,999,2026-02-05,1
1852,1852,Starter,999,2025-03-28,0
1853,1853,Professional,2999,2024-12-14,0
1854,1854,Starter,999,2024-09-12,1
1855,1855,Starter,999,2026-06-10,0
1856,1856,Professional,2999,2025-12-04,0
1857,1857,Professional,2999,2026-01-04,0
1858,1858,Professional,2999,2026-01-22,0
1859,1859,Professional,2999,2024-09-26,0
1860,1860,Starter,999,2025-05-23,0
1861,1861,Starter,999,2025-09-23,0
1862,1862,Professional,2999,2026-01-03,0
1863,1863,Starter,999,2024-12-05,1
1864,1864,Starter,999,2024-08-17,1
1865,1865,Professional,2999,2025-09-27,0
1866,1866,Starter,999,2024-10-13,1
1867,1867,Professional,2999,2025-03-23,0
1868,1868,Starter,999,2025-09-18,0
1869,1869,Starter,999,2026-01-01,0
1870,1870,Starter,999,2025-01-18,0
1871,1871,Enterprise,9999,2024-12-10,1
1872,1872,Professional,2999,2025-10-21,0
1873,1873,Starter,999,2024-09-09,1
1874,1874,Starter,999,2025-06-20,0
1875,1875,Starter,999,2026-01-23,0
1876,1876,Starter,999,2024-10-02,0
1877,1877,Professional,2999,2025-04-28,0
1878,1878,Professional,2999,2025-03-12,0
1879,1879,Professional,2999,2025-10-17,0
1880,1880,Starter,999,2024-10-16,0
1881,1881,Starter,999,2025-08-13,1
1882,1882,Starter,999,2025-06-29,1
1883,1883,Professional,2999,2025-03-15,0
1884,1884,Professional,2999,2024-08-26,0
1885,1885,Starter,999,2025-02-24,1
1886,1886,Starter,999,2025-03-26,0
1887,1887,Starter,999,2025-09-13,0
1888,1888,Starter,999,2026-05-11,0
1889,1889,Professional,2999,2025-02-06,0
1890,1890,Starter,999,2026-01-15,1
1891,1891,Starter,999,2024-12-21,1
1892,1892,Starter,999,2025-12-05,0
1893,1893,Enterprise,9999,2026-05-19,0
1894,1894,Enterprise,9999,2026-02-07,0
1895,1895,Enterprise,9999,2024-07-07,0
1896,1896,Starter,999,2025-02-23,1
1897,1897,Starter,999,2026-04-14,0
