user_id,signup_date,country,industry,company_size
1143,2025-10-03,San Marino,Education,Large
1144,2023-09-17,Trinidad and Tobago,Retail,Small
1145,2023-11-10,Tunisia,Finance,Small
1146,2023-12-29,Lithuania,Retail,Medium
1147,2025-12-22,Hungary,Retail,Large
1148,2024-02-01,Grenada,Retail,Medium
1149,2024-01-10,Samoa,Education,Large
1150,2025-09-04,Finland,Education,Medium
1151,2023-12-01,Bolivia,Finance,Medium
1152,2024-10-19,Fiji,Retail,Large
1153,2025-09-10,Malawi,Retail,Large
1154,2026-01-15,United Kingdom,Finance,Large
1155,2026-05-13,Vanuatu,Technology,Large
1156,2025-05-15,Bangladesh,Healthcare,Small
1157,2025-06-16,Pakistan,Technology,Medium
1158,2024-12-22,Iran,Technology,Small
1159,2024-10-17,British Virgin Islands,Education,Large
1160,2023-07-15,New Caledonia,Retail,Small
1161,2025-04-01,El Salvador,Finance,Small
1162,2024-08-30,Yemen,Technology,Large
1163,2024-10-30,Tuvalu,Technology,Large
1164,2026-01-18,Luxembourg,Healthcare,Medium
1165,2024-05-21,Netherlands Antilles,Education,Small
1166,2023-07-20,Cameroon,Technology,Large
1167,2024-12-30,Belarus,Healthcare,Small
1168,2025-04-11,Estonia,Education,Large
1169,2024-02-14,French Southern Territories,Technology,Small
1170,2025-04-22,Georgia,Healthcare,Large
1171,2025-06-23,Andorra,Education,Medium
1172,2024-11-25,Botswana,Education,Small
1173,2026-01-17,Norway,Healthcare,Medium
1174,2025-03-24,Tonga,Retail,Large
1175,2023-11-20,Denmark,Healthcare,Large
1176,2024-01-30,Gabon,Healthcare,Large
1177,2024-09-30,Swaziland,Education,Large
1178,2025-02-27,Madagascar,Finance,Small
1179,2023-10-22,Mongolia,Retail,Large
1180,2023-12-21,Guernsey,Education,Large
1181,2025-12-21,Svalbard & Jan Mayen Islands,Education,Small
1182,2024-12-18,Paraguay,Healthcare,Small
1183,2024-05-28,Cuba,Technology,Large
1184,2024-04-30,Bangladesh,Education,Medium
1185,2024-06-26,United States Virgin Islands,Finance,Medium
1186,2026-05-04,Cayman Islands,Technology,Medium
1187,2025-09-29,Belarus,Finance,Small
1188,2026-01-07,Iceland,Education,Small
1189,2024-03-10,Chile,Healthcare,Large
1190,2024-05-09,Sudan,Retail,Large
1191,2025-03-04,Norfolk Island,Finance,Large
1192,2023-10-20,South Africa,Healthcare,Medium
1193,2025-05-14,Russian Federation,Technology,Large
1194,2024-10-15,Saint Lucia,Technology,Medium
1195,2024-02-01,El Salvador,Technology,Large
1196,2025-11-11,Panama,Healthcare,Large
1197,2025-12-19,Luxembourg,Finance,Large
1198,2024-11-23,Papua New Guinea,Healthcare,Small
1199,2026-01-03,Algeria,Education,Large
1200,2024-09-15,Spain,Finance,Small
1201,2024-11-18,Bolivia,Finance,Medium
1202,2026-01-30,Chad,Retail,Medium
1203,2024-07-28,Zambia,Healthcare,Small
1204,2024-06-15,Sao Tome and Principe,Finance,Medium
1205,2023-10-12,Saint Kitts and Nevis,Technology,Large
1206,2025-03-09,Sao Tome and Principe,Education,Medium
1207,2024-07-07,Mozambique,Technology,Large
1208,2026-02-02,Bahamas,Finance,Large
1209,2024-05-14,Namibia,Healthcare,Large
1210,2024-07-25,Croatia,Education,Small
1211,2025-02-26,Comoros,Technology,Small
1212,2024-03-12,Guadeloupe,Technology,Large
1213,2025-06-14,Papua New Guinea,Healthcare,Large
1214,2024-03-10,Georgia,Education,Small
1215,2024-04-24,Japan,Healthcare,Small
1216,2026-05-05,Djibouti,Healthcare,Small
1217,2023-10-25,Nepal,Education,Small
1218,2025-07-06,Mongolia,Retail,Medium
1219,2025-08-29,Venezuela,Finance,Medium
1220,2023-11-19,United States Minor Outlying Islands,Education,Small
1221,2026-05-29,Jersey,Education,Large
1222,2023-12-17,Congo,Finance,Large
1223,2026-01-05,Andorra,Retail,Small
1224,2025-04-23,Norway,Technology,Medium
1225,2025-08-04,Fiji,Technology,Large
1226,2026-03-03,China,Retail,Large
1227,2023-10-14,Swaziland,Education,Medium
1228,2025-04-11,Syrian Arab Republic,Technology,Large
1229,2024-10-05,Burundi,Finance,Small
1230,2025-11-22,Turkmenistan,Retail,Large
1231,2024-10-27,France,Technology,Large
1232,2025-01-23,United States Virgin Islands,Healthcare,Medium
1233,2025-12-19,Saint Helena,Technology,Small
1234,2024-06-01,Nauru,Retail,Small
1235,2024-10-31,American Samoa,Finance,Small
1236,2025-09-02,United Kingdom,Education,Medium
1237,2024-01-12,Dominica,Finance,Small
1238,2024-08-08,Kyrgyz Republic,Retail,Large
1239,2025-09-10,Netherlands,Education,Small
1240,2024-04-14,Malaysia,Healthcare,Large
1241,2026-03-18,Lesotho,Finance,Small
1242,2025-02-16,Kenya,Education,Medium
1243,2024-02-14,Japan,Technology,Large
1244,2025-01-14,Malawi,Education,Small
1245,2026-05-18,Serbia,Retail,Large
1246,2025-05-24,New Caledonia,Finance,Small
1247,2025-08-22,Malaysia,Technology,Medium
1248,2023-09-18,Nauru,Healthcare,Medium
1249,2026-04-03,Solomon Islands,Healthcare,Small
1250,2026-01-12,Marshall Islands,Healthcare,Small
1251,2026-03-23,Djibouti,Healthcare,Small
1252,2025-08-08,Guernsey,Finance,Medium
1253,2025-06-13,Namibia,Healthcare,Small
1254,2026-01-26,Belarus,Healthcare,Small
1255,2024-03-07,Micronesia,Education,Large
1256,2025-03-02,Jordan,Finance,Small
1257,2025-02-17,Solomon Islands,Finance,Medium
1258,2023-08-11,Holy See (Vatican City State),Technology,Large
1259,2024-12-30,Guernsey,Finance,Large
1260,2023-07-07,Montserrat,Education,Small
1261,2026-05-21,Guinea-Bissau,Finance,Medium
1262,2023-10-24,United States of America,Retail,Small
1263,2025-06-13,Mozambique,Retail,Small
1264,2023-08-19,Singapore,Technology,Large
1265,2023-09-30,Korea,Healthcare,Medium
1266,2026-05-21,Solomon Islands,Finance,Medium
1267,2024-06-11,Zambia,Healthcare,Large
1268,2026-04-24,Guam,Retail,Large
1269,2025-01-23,Guinea-Bissau,Technology,Large
1270,2023-12-16,Burundi,Finance,Medium
1271,2025-02-05,Grenada,Education,Large
1272,2024-03-10,Iceland,Healthcare,Medium
1273,2024-03-30,Dominican Republic,Technology,Medium
1274,2025-03-28,Armenia,Healthcare,Small
1275,2023-10-28,Greece,Education,Small
1276,2025-08-18,Australia,Healthcare,Small
1277,2025-04-30,Italy,Education,Medium
1278,2023-11-16,Sierra Leone,Technology,Medium
1279,2025-03-23,Kiribati,Education,Medium
1280,2025-05-27,Argentina,Technology,Medium
1281,2025-09-30,Netherlands,Education,Large
1282,2025-09-09,Mauritania,Finance,Large
1283,2026-01-18,Vanuatu,Retail,Medium
1284,2024-07-11,Kazakhstan,Healthcare,Medium
1285,2023-08-05,Saint Vincent and the Grenadines,Finance,Large
1286,2025-12-07,Western Sahara,Technology,Large
1287,2026-05-09,Italy,Technology,Large
1288,2024-01-25,Tuvalu,Retail,Medium
1289,2024-08-06,Tanzania,Retail,Small
1290,2025-07-12,Peru,Education,Medium
1291,2024-07-22,Guatemala,Retail,Small
1292,2024-08-27,Kazakhstan,Education,Medium
1293,2026-06-10,Eritrea,Education,Small
1294,2023-06-24,Falkland Islands (Malvinas),Education,Medium
1295,2025-02-13,Eritrea,Healthcare,Medium
1296,2025-07-10,Western Sahara,Education,Medium
1297,2024-04-18,Fiji,Finance,Medium
1298,2024-09-11,United States Minor Outlying Islands,Finance,Medium
1299,2026-01-30,United States of America,Education,Large
1300,2026-01-26,Czech Republic,Education,Small
1301,2024-03-25,United Kingdom,Retail,Small
1302,2024-01-05,Australia,Technology,Small
1303,2025-06-07,Chile,Finance,Medium
1304,2026-04-13,Thailand,Education,Large
1305,2026-02-16,Bolivia,Finance,Small
1306,2026-01-21,British Virgin Islands,Technology,Large
1307,2026-05-19,Ukraine,Technology,Medium
1308,2025-06-03,Austria,Technology,Small
1309,2025-04-08,Turkey,Technology,Large
1310,2025-07-31,Honduras,Retail,Medium
1311,2026-05-02,Botswana,Finance,Medium
1312,2026-01-22,Maldives,Finance,Medium
1313,2024-12-25,Nicaragua,Technology,Large
1314,2025-04-18,Bulgaria,Retail,Medium
1315,2025-06-05,Libyan Arab Jamahiriya,Healthcare,Large
1316,2025-05-26,Macao,Retail,Large
1317,2024-10-08,Malta,Finance,Small
1318,2025-12-11,France,Education,Large
1319,2025-03-17,Sweden,Retail,Medium
1320,2024-03-18,Martinique,Healthcare,Large
1321,2026-01-01,Pitcairn Islands,Technology,Large
1322,2024-12-15,Yemen,Healthcare,Large
1323,2025-03-17,Dominican Republic,Retail,Large
1324,2025-01-27,Malta,Retail,Small
1325,2026-06-10,New Caledonia,Finance,Large
1326,2023-10-15,Nigeria,Healthcare,Medium
1327,2024-10-30,United Kingdom,Retail,Large
1328,2026-01-12,Marshall Islands,Technology,Small
1329,2023-12-11,Saint Helena,Technology,Small
1330,2023-12-03,Solomon Islands,Education,Medium
1331,2024-09-08,Northern Mariana Islands,Retail,Large
1332,2024-10-14,Brazil,Finance,Large
1333,2023-12-06,Egypt,Finance,Large
1334,2025-03-28,Uzbekistan,Education,Small
1335,2023-12-31,Christmas Island,Education,Medium
1336,2025-08-03,Bolivia,Technology,Medium
1337,2026-02-25,Cayman Islands,Education,Medium
1338,2024-04-27,Hong Kong,Retail,Large
1339,2025-02-01,Liberia,Healthcare,Large
1340,2024-01-18,Benin,Technology,Large
1341,2024-03-19,Libyan Arab Jamahiriya,Retail,Small
1342,2024-03-26,American Samoa,Healthcare,Large
1343,2025-07-05,Turks and Caicos Islands,Retail,Medium
1344,2023-08-12,United Arab Emirates,Healthcare,Medium
1345,2025-04-26,Finland,Education,Small
1346,2024-08-06,Turkey,Healthcare,Large
1347,2025-03-07,Hungary,Education,Medium
1348,2023-07-01,Mayotte,Education,Small
1349,2025-01-22,Cape Verde,Healthcare,Medium
1350,2025-10-09,Algeria,Education,Small
1351,2025-08-15,Cameroon,Retail,Medium
1352,2025-05-22,Saint Kitts and Nevis,Retail,Large
1353,2024-05-05,Mexico,Education,Small
1354,2026-06-15,Guatemala,Retail,Medium
1355,2025-08-07,American Samoa,Technology,Small
1356,2024-07-05,Liechtenstein,Education,Small
1357,2024-08-30,Congo,Healthcare,Medium
1358,2026-04-29,Saint Martin,Finance,Large
1359,2023-11-26,Central African Republic,Retail,Medium
1360,2025-10-16,Poland,Technology,Medium
1361,2026-03-20,Guadeloupe,Retail,Medium
1362,2023-08-04,El Salvador,Finance,Small
1363,2025-12-18,Germany,Technology,Medium
1364,2026-01-21,Lithuania,Finance,Medium
1365,2026-01-30,Sri Lanka,Finance,Small
1366,2024-05-06,Sudan,Education,Medium
1367,2024-01-18,Bahrain,Healthcare,Small
1368,2026-03-07,Uzbekistan,Healthcare,Large
1369,2024-05-07,Mali,Education,Small
1370,2025-03-28,Albania,Technology,Large
1371,2025-10-02,South Africa,Finance,Large
1372,2023-07-15,Niger,Technology,Small
1373,2024-05-12,United States of America,Retail,Small
1374,2025-09-02,Samoa,Technology,Large
1375,2024-08-28,Maldives,Education,Large
1376,2023-11-01,Andorra,Education,Small
1377,2025-07-11,Qatar,Retail,Large
1378,2024-12-14,Equatorial Guinea,Education,Small
1379,2024-12-18,Spain,Technology,Large
1380,2025-08-21,Moldova,Retail,Small
1381,2024-10-12,Serbia,Technology,Small
1382,2026-02-24,Hungary,Healthcare,Small
1383,2025-04-05,Namibia,Retail,Small
1384,2023-11-22,United States Virgin Islands,Retail,Small
1385,2023-12-07,Eritrea,Technology,Large
1386,2024-09-14,Swaziland,Technology,Medium
1387,2025-03-14,Yemen,Finance,Medium
1388,2023-07-28,Zambia,Education,Large
1389,2025-05-08,Congo,Education,Large
1390,2024-06-18,Canada,Technology,Small
1391,2026-03-29,Estonia,Finance,Large
1392,2024-06-05,Bosnia and Herzegovina,Finance,Medium
1393,2025-08-30,Isle of Man,Technology,Medium
1394,2024-12-31,Dominican Republic,Technology,Small
1395,2025-06-14,Egypt,Technology,Medium
1396,2025-03-07,Antarctica (the territory South of 60 deg S),Healthcare,Small
1397,2023-10-21,Sri Lanka,Finance,Large
1398,2025-04-14,Denmark,Finance,Large
1399,2025-07-30,Tunisia,Technology,Large
1400,2025-11-09,Macao,Healthcare,Large
1401,2024-07-04,Italy,Technology,Medium
1402,2025-11-22,Philippines,Retail,Medium
1403,2025-05-11,Palestinian Territory,Education,Small
1404,2024-08-26,French Guiana,Retail,Small
1405,2025-02-19,Saint Helena,Retail,Small
1406,2024-03-06,Qatar,Retail,Large
1407,2026-02-19,Ghana,Finance,Small
1408,2025-07-06,Belize,Finance,Small
1409,2023-09-26,French Guiana,Healthcare,Large
1410,2024-01-12,Antarctica (the territory South of 60 deg S),Finance,Medium
1411,2024-03-15,French Guiana,Technology,Small
1412,2025-07-31,Brazil,Education,Large
1413,2025-01-29,Samoa,Finance,Large
1414,2023-11-04,Costa Rica,Education,Large
1415,2024-05-24,Finland,Retail,Small
1416,2024-09-03,Monaco,Technology,Large
1417,2026-04-03,Montserrat,Technology,Small
1418,2025-11-12,Ghana,Technology,Small
1419,2024-06-03,Pitcairn Islands,Finance,Large
1420,2024-11-12,New Zealand,Retail,Small
1421,2024-01-26,Russian Federation,Retail,Large
1422,2024-06-16,Tunisia,Finance,Large
1423,2023-11-29,Saint Barthelemy,Retail,Medium
1424,2024-03-26,Sweden,Technology,Small
1425,2025-05-08,Peru,Healthcare,Small
1426,2025-12-10,Lebanon,Finance,Small
1427,2024-08-23,Tunisia,Finance,Medium
1428,2024-01-20,Morocco,Finance,Small
1429,2023-10-02,Burundi,Healthcare,Large
1430,2023-06-26,Panama,Education,Large
1431,2023-10-24,Korea,Retail,Small
1432,2026-03-27,Lebanon,Technology,Large
1433,2025-01-24,American Samoa,Healthcare,Large
1434,2023-10-02,Ireland,Retail,Small
1435,2025-10-22,Cameroon,Finance,Medium
1436,2023-10-14,Spain,Finance,Medium
1437,2025-01-01,Finland,Finance,Small
1438,2025-12-29,Mauritania,Technology,Medium
1439,2024-06-09,Congo,Education,Medium
1440,2024-11-28,Dominican Republic,Finance,Small
1441,2025-03-03,Slovenia,Education,Small
1442,2023-12-07,Cameroon,Retail,Medium
1443,2025-06-16,Sierra Leone,Finance,Medium
1444,2024-12-14,El Salvador,Healthcare,Small
1445,2025-06-29,Cameroon,Finance,Medium
1446,2024-07-09,Belgium,Retail,Medium
1447,2025-10-24,Venezuela,Retail,Small
1448,2025-07-20,Heard Island and McDonald Islands,Education,Small
1449,2026-04-11,Honduras,Technology,Small
1450,2025-12-22,Andorra,Technology,Medium
1451,2026-03-20,French Southern Territories,Retail,Small
1452,2023-12-02,Mongolia,Technology,Medium
1453,2023-07-02,Netherlands Antilles,Healthcare,Medium
1454,2025-10-22,Mongolia,Finance,Small
1455,2024-07-19,Djibouti,Retail,Large
1456,2024-06-01,Denmark,Finance,Medium
1457,2024-06-13,Afghanistan,Education,Small
1458,2024-02-24,Mali,Education,Large
1459,2026-03-08,Fiji,Healthcare,Large
1460,2024-02-09,Belize,Healthcare,Large
1461,2026-04-24,Monaco,Healthcare,Small
1462,2024-05-13,Sudan,Education,Large
1463,2023-07-04,Brunei Darussalam,Finance,Large
1464,2024-07-17,Yemen,Education,Small
1465,2024-05-06,Korea,Healthcare,Large
1466,2023-07-05,Guadeloupe,Technology,Medium
1467,2026-03-18,Holy See (Vatican City State),Technology,Large
1468,2023-12-25,Falkland Islands (Malvinas),Healthcare,Medium
1469,2023-11-17,Zambia,Technology,Medium
1470,2025-03-10,Costa Rica,Education,Large
1471,2024-05-17,Denmark,Finance,Small
1472,2023-07-28,Chile,Retail,Small
1473,2023-09-18,Sierra Leone,Retail,Medium
1474,2025-01-12,Mauritania,Retail,Large
1475,2025-02-12,Nepal,Finance,Small
1476,2025-01-21,Anguilla,Finance,Medium
1477,2026-02-26,Slovenia,Finance,Large
1478,2024-08-23,Greece,Retail,Small
1479,2025-05-24,Slovenia,Healthcare,Medium
1480,2025-11-23,Guinea,Education,Medium
1481,2025-05-08,Singapore,Education,Medium
1482,2026-05-10,Afghanistan,Technology,Medium
1483,2026-04-21,Lao People's Democratic Republic,Healthcare,Small
1484,2025-11-08,Switzerland,Finance,Large
1485,2025-06-26,Cape Verde,Finance,Large
1486,2023-08-31,Norfolk Island,Retail,Small
1487,2025-12-07,Thailand,Finance,Medium
1488,2024-09-30,Canada,Finance,Small
1489,2023-06-25,Falkland Islands (Malvinas),Retail,Small
1490,2024-05-26,Cape Verde,Finance,Large
1491,2024-06-15,Australia,Healthcare,Small
1492,2025-03-12,Egypt,Retail,Medium
1493,2024-12-26,Italy,Technology,Medium
1494,2023-10-27,Saint Helena,Healthcare,Medium
1495,2025-02-08,Indonesia,Technology,Large
1496,2025-11-07,Saint Barthelemy,Technology,Small
1497,2025-09-28,South Georgia and the South Sandwich Islands,Education,Small
1498,2025-02-13,French Guiana,Technology,Large
1499,2025-02-16,Norway,Technology,Small
1500,2025-05-25,New Zealand,Technology,Large
1501,2026-01-23,Cocos (Keeling) Islands,Technology,Medium
1502,2023-10-04,Croatia,Technology,Small
1503,2023-09-07,Guinea,Technology,Large
1504,2025-10-27,Algeria,Finance,Medium
1505,2025-01-30,Venezuela,Technology,Small
1506,2023-07-06,Belarus,Retail,Large
1507,2025-07-14,Jersey,Education,Large
1508,2023-12-19,Suriname,Education,Large
1509,2024-11-11,Bahamas,Healthcare,Medium
1510,2024-01-05,Bosnia and Herzegovina,Finance,Small
1511,2025-05-20,Kazakhstan,Technology,Small
1512,2023-10-31,Suriname,Healthcare,Small
1513,2024-06-01,France,Education,Small
1514,2024-07-04,Poland,Healthcare,Medium
1515,2024-08-10,Falkland Islands (Malvinas),Healthcare,Large
1516,2024-11-14,Mauritius,Healthcare,Medium
1517,2023-11-08,British Indian Ocean Territory (Chagos Archipelago),Healthcare,Small
1518,2025-12-17,Kiribati,Healthcare,Large
1519,2024-06-28,Bahamas,Technology,Large
1520,2024-12-15,Christmas Island,Technology,Medium
1521,2026-01-12,Mongolia,Retail,Medium
1522,2025-02-01,Burkina Faso,Technology,Medium
1523,2026-01-11,Albania,Technology,Small
1524,2025-04-20,American Samoa,Finance,Medium
1525,2025-11-18,Antigua and Barbuda,Finance,Small
1526,2025-07-16,Burundi,Finance,Large
1527,2026-06-09,Cote d'Ivoire,Retail,Small
1528,2023-12-18,Chad,Healthcare,Large
1529,2025-01-05,Yemen,Retail,Small
1530,2024-03-15,Myanmar,Finance,Large
1531,2025-07-15,Liechtenstein,Technology,Large
1532,2025-07-12,El Salvador,Finance,Small
1533,2024-01-05,French Polynesia,Finance,Large
1534,2024-03-06,Spain,Technology,Small
1535,2024-01-05,Suriname,Finance,Medium
1536,2023-09-02,Guinea-Bissau,Healthcare,Large
1537,2025-07-12,Micronesia,Technology,Medium
1538,2024-08-13,Solomon Islands,Education,Large
1539,2025-07-15,Namibia,Healthcare,Small
1540,2026-03-11,Barbados,Technology,Small
1541,2024-07-28,Italy,Technology,Medium
1542,2023-07-10,Hungary,Healthcare,Medium
1543,2025-08-07,Malta,Finance,Small
1544,2025-08-27,Anguilla,Finance,Medium
1545,2025-04-16,French Polynesia,Retail,Large
1546,2023-08-23,Fiji,Education,Large
1547,2024-08-11,New Zealand,Technology,Small
1548,2025-11-24,Pitcairn Islands,Healthcare,Large
1549,2025-02-03,Tajikistan,Healthcare,Small
1550,2024-10-29,Micronesia,Healthcare,Medium
1551,2026-02-18,Belgium,Technology,Small
1552,2024-04-14,Ghana,Healthcare,Large
1553,2023-11-10,Dominican Republic,Finance,Large
1554,2025-12-16,Trinidad and Tobago,Education,Small
1555,2024-04-17,Niger,Retail,Small
1556,2026-03-22,Eritrea,Education,Small
1557,2024-09-07,Iceland,Retail,Large
1558,2026-05-27,Dominica,Healthcare,Medium
1559,2024-05-02,Bhutan,Education,Medium
1560,2023-09-21,Vietnam,Retail,Large
1561,2025-09-16,Togo,Finance,Large
1562,2024-12-20,Saint Vincent and the Grenadines,Finance,Medium
1563,2023-11-14,Holy See (Vatican City State),Healthcare,Medium
1564,2025-12-16,Dominican Republic,Healthcare,Large
1565,2026-04-02,Botswana,Technology,Medium
1566,2024-03-22,Korea,Retail,Small
1567,2024-01-25,Mauritius,Retail,Medium
1568,2025-04-27,Cayman Islands,Education,Large
1569,2023-07-28,Sudan,Retail,Small
1570,2025-01-10,Guatemala,Technology,Small
1571,2026-03-28,Canada,Healthcare,Medium
1572,2024-07-04,Tanzania,Healthcare,Large
1573,2025-06-05,Angola,Retail,Small
1574,2025-03-12,Guernsey,Healthcare,Small
1575,2025-11-21,Brunei Darussalam,Healthcare,Small
1576,2024-11-07,Madagascar,Healthcare,Medium
1577,2026-01-17,Norfolk Island,Healthcare,Small
1578,2023-10-22,Bangladesh,Healthcare,Large
1579,2026-05-26,Luxembourg,Education,Medium
1580,2024-10-04,Austria,Technology,Small
1581,2023-10-22,Saint Lucia,Retail,Small
1582,2024-08-14,Sweden,Technology,Large
1583,2023-08-11,United Kingdom,Education,Small
1584,2025-02-16,Saudi Arabia,Retail,Small
1585,2024-03-25,Somalia,Technology,Small
1586,2025-08-10,Tunisia,Retail,Small
1587,2025-03-25,Solomon Islands,Retail,Medium
1588,2023-08-05,Morocco,Technology,Medium
1589,2024-08-29,Tokelau,Healthcare,Large
1590,2024-10-30,Congo,Finance,Small
1591,2025-10-16,France,Healthcare,Large
1592,2023-07-01,Ireland,Education,Small
1593,2023-07-07,Montenegro,Education,Small
1594,2024-04-28,Poland,Finance,Small
1595,2025-08-17,Mongolia,Healthcare,Small
1596,2026-04-23,Panama,Technology,Medium
1597,2024-09-09,France,Technology,Medium
1598,2026-04-06,Bermuda,Healthcare,Large
1599,2024-02-29,Sri Lanka,Retail,Medium
1600,2023-08-20,United Arab Emirates,Education,Small
1601,2024-07-15,Netherlands Antilles,Finance,Medium
1602,2026-05-30,Cote d'Ivoire,Technology,Large
1603,2024-09-09,Georgia,Retail,Medium
1604,2023-07-23,Lao People's Democratic Republic,Education,Large
1605,2024-02-14,Philippines,Healthcare,Medium
1606,2026-01-22,Bosnia and Herzegovina,Retail,Large
1607,2025-02-05,New Zealand,Technology,Small
1608,2026-04-25,Cape Verde,Education,Medium
1609,2024-01-22,Denmark,Finance,Small
1610,2024-04-16,Norfolk Island,Retail,Large
1611,2025-06-16,Romania,Healthcare,Medium
1612,2024-05-17,Serbia,Education,Small
1613,2024-06-19,Indonesia,Retail,Large
1614,2024-03-24,Mongolia,Finance,Medium
1615,2024-09-14,Equatorial Guinea,Healthcare,Small
1616,2023-10-02,Korea,Education,Large
1617,2023-08-19,Belarus,Technology,Large
1618,2026-03-13,Cuba,Retail,Large
1619,2025-06-21,Guadeloupe,Education,Medium
1620,2024-07-22,Guernsey,Retail,Small
1621,2025-09-27,Germany,Education,Medium
1622,2023-11-07,Tokelau,Technology,Medium
1623,2025-08-05,Australia,Finance,Small
1624,2024-12-19,Lao People's Democratic Republic,Retail,Medium
1625,2025-04-24,Vanuatu,Healthcare,Medium
1626,2025-02-23,South Georgia and the South Sandwich Islands,Technology,Medium
1627,2025-06-14,Nigeria,Healthcare,Small
1628,2024-09-26,Botswana,Retail,Medium
1629,2024-03-26,Guinea-Bissau,Education,Medium
1630,2023-08-12,Saint Martin,Healthcare,Large
1631,2024-12-29,Lao People's Democratic Republic,Technology,Large
1632,2024-05-15,Trinidad and Tobago,Technology,Large
1633,2026-01-29,Finland,Education,Large
1634,2025-12-01,United States Virgin Islands,Technology,Small
1635,2024-11-13,Hungary,Education,Small
1636,2024-01-27,Tuvalu,Finance,Medium
1637,2024-06-02,Libyan Arab Jamahiriya,Technology,Medium
1638,2026-01-11,Costa Rica,Technology,Medium
1639,2023-08-09,South Georgia and the South Sandwich Islands,Retail,Small
1640,2026-05-04,Barbados,Technology,Large
1641,2024-03-25,Kazakhstan,Education,Large
1642,2023-09-27,Australia,Education,Medium
1643,2023-08-31,Wallis and Futuna,Technology,Large
1644,2024-02-07,Indonesia,Technology,Small
1645,2023-07-02,Zimbabwe,Healthcare,Small
1646,2025-12-17,Ethiopia,Finance,Medium
1647,2024-04-16,Wallis and Futuna,Technology,Large
1648,2024-12-22,Palau,Technology,Large
1649,2024-10-03,Brazil,Education,Small
1650,2025-04-22,Bangladesh,Healthcare,Medium
1651,2025-11-11,United States of America,Healthcare,Small
1652,2024-02-24,Holy See (Vatican City State),Education,Medium
1653,2026-05-15,Qatar,Technology,Large
1654,2026-03-04,Nepal,Finance,Medium
1655,2026-06-13,Croatia,Technology,Medium
1656,2025-10-16,Barbados,Finance,Small
1657,2023-07-03,French Polynesia,Education,Small
1658,2025-03-14,Saint Martin,Technology,Medium
1659,2024-09-20,New Caledonia,Technology,Small
1660,2023-11-12,El Salvador,Finance,Small
1661,2025-06-14,Azerbaijan,Retail,Large
1662,2025-01-31,Togo,Education,Medium
1663,2023-08-16,Palestinian Territory,Education,Medium
1664,2026-06-08,Equatorial Guinea,Technology,Medium
1665,2025-09-08,Morocco,Education,Medium
1666,2023-11-22,Malawi,Finance,Large
1667,2024-12-18,Chile,Retail,Medium
1668,2025-06-09,Guinea-Bissau,Healthcare,Small
1669,2025-08-16,Uganda,Education,Large
1670,2025-06-07,Liberia,Retail,Large
1671,2025-04-17,Indonesia,Retail,Medium
1672,2025-12-18,Philippines,Finance,Large
1673,2023-10-27,French Polynesia,Technology,Medium
1674,2025-12-28,Croatia,Retail,Medium
1675,2023-08-25,Belize,Retail,Medium
1676,2024-07-05,Ireland,Technology,Large
1677,2025-06-11,Timor-Leste,Retail,Medium
1678,2023-12-12,Turkmenistan,Retail,Large
1679,2025-10-28,France,Technology,Large
1680,2024-02-22,Aruba,Healthcare,Small
1681,2025-09-16,Zimbabwe,Education,Large
1682,2026-01-06,Uzbekistan,Healthcare,Large
1683,2024-06-07,Isle of Man,Retail,Large
1684,2024-06-01,Palestinian Territory,Retail,Small
1685,2023-08-31,Saint Kitts and Nevis,Healthcare,Medium
1686,2026-02-02,Saint Pierre and Miquelon,Healthcare,Small
1687,2025-03-06,Rwanda,Retail,Large
1688,2024-12-13,Iraq,Technology,Medium
1689,2023-08-18,Estonia,Finance,Large
1690,2024-04-30,Tanzania,Finance,Medium
1691,2025-06-26,Brazil,Retail,Large
1692,2025-01-07,Ghana,Retail,Medium
1693,2025-05-22,Lithuania,Education,Medium
1694,2024-04-20,Martinique,Technology,Medium
1695,2024-08-23,Sierra Leone,Retail,Small
1696,2024-10-19,Lesotho,Technology,Small
1697,2023-09-29,Ecuador,Technology,Small
1698,2025-12-20,Bangladesh,Healthcare,Large
1699,2024-08-29,Algeria,Education,Large
1700,2025-04-15,Myanmar,Finance,Large
1701,2026-04-13,Zambia,Retail,Small
1702,2026-04-21,Singapore,Retail,Small
1703,2026-05-11,Suriname,Technology,Medium
1704,2025-01-20,Norway,Retail,Medium
1705,2023-09-25,Northern Mariana Islands,Finance,Large
1706,2026-02-21,Northern Mariana Islands,Education,Small
1707,2025-10-26,Rwanda,Retail,Large
1708,2023-10-19,Ireland,Finance,Small
1709,2025-04-08,Costa Rica,Retail,Medium
1710,2026-05-16,United States Virgin Islands,Education,Large
1711,2025-05-17,Holy See (Vatican City State),Healthcare,Medium
1712,2023-10-01,Burundi,Finance,Large
1713,2025-07-06,Mexico,Healthcare,Large
1714,2025-03-06,Svalbard & Jan Mayen Islands,Finance,Large
1715,2023-09-08,Myanmar,Retail,Medium
1716,2023-11-29,Christmas Island,Retail,Medium
1717,2024-02-10,Mauritania,Technology,Medium
1718,2024-04-29,Northern Mariana Islands,Finance,Medium
1719,2025-08-22,Afghanistan,Healthcare,Medium
1720,2024-03-18,Iceland,Technology,Medium
1721,2023-11-06,Egypt,Education,Medium
1722,2023-07-24,Malaysia,Finance,Small
