user_id,plan_type,monthly_revenue,churn_probability,risk_level,segment,recommendation
717,Starter,999,0.0039285714285714,Low,At-Risk Users,No Action Needed
718,Starter,999,0.4556666666666667,Low,At-Risk Users,No Action Needed
719,Starter,999,0.3228253968253967,Low,At-Risk Users,No Action Needed
720,Professional,2999,0.33,Low,At-Risk Users,No Action Needed
721,Professional,2999,0.0,Low,Normal Users,No Action Needed
722,Professional,2999,0.026,Low,At-Risk Users,No Action Needed
723,Starter,999,0.6479999999999998,Medium,At-Risk Users,Provide Product Training
724,Starter,999,0.4978480685980688,Low,At-Risk Users,No Action Needed
725,Starter,999,0.0133333333333333,Low,At-Risk Users,No Action Needed
726,Professional,2999,0.03,Low,At-Risk Users,No Action Needed
727,Starter,999,0.4229693362193359,Low,At-Risk Users,No Action Needed
728,Starter,999,0.1365,Low,At-Risk Users,No Action Needed
729,Starter,999,0.1872261904761904,Low,At-Risk Users,No Action Needed
730,Starter,999,0.4845905483405481,Low,Normal Users,No Action Needed
731,Starter,999,0.8382936507936507,High,Normal Users,Offer 20% Discount
732,Professional,2999,0.32,Low,Normal Users,No Action Needed
733,Starter,999,0.02,Low,Normal Users,No Action Needed
734,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
735,Starter,999,0.6302301587301588,Medium,Normal Users,Email Engagement Campaign
736,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
737,Starter,999,0.025,Low,At-Risk Users,No Action Needed
738,Starter,999,0.78,Medium,At-Risk Users,Provide Product Training
739,Starter,999,0.6611190476190474,Medium,At-Risk Users,Provide Product Training
740,Professional,2999,0.3757142857142858,Low,Normal Users,No Action Needed
741,Starter,999,0.4931666666666667,Low,At-Risk Users,No Action Needed
742,Professional,2999,0.5403571428571429,Medium,At-Risk Users,Provide Product Training
743,Starter,999,0.8003333333333333,High,At-Risk Users,Offer 20% Discount
744,Professional,2999,0.05,Low,At-Risk Users,No Action Needed
745,Starter,999,0.03,Low,At-Risk Users,No Action Needed
746,Starter,999,0.0,Low,At-Risk Users,No Action Needed
747,Professional,2999,0.2122142857142857,Low,At-Risk Users,No Action Needed
748,Enterprise,9999,0.4541666666666666,Low,Power Users,Upsell Enterprise Plan
749,Starter,999,0.0286666666666666,Low,Normal Users,No Action Needed
750,Professional,2999,0.0083333333333333,Low,At-Risk Users,No Action Needed
751,Starter,999,0.271,Low,Normal Users,No Action Needed
752,Starter,999,0.7803888888888889,Medium,Normal Users,Email Engagement Campaign
753,Starter,999,0.87,High,At-Risk Users,Offer 20% Discount
754,Starter,999,0.0,Low,At-Risk Users,No Action Needed
755,Professional,2999,0.0083333333333333,Low,At-Risk Users,No Action Needed
756,Starter,999,0.02,Low,At-Risk Users,No Action Needed
757,Starter,999,0.19,Low,At-Risk Users,No Action Needed
758,Professional,2999,0.4713809523809524,Low,At-Risk Users,No Action Needed
759,Professional,2999,0.0,Low,Normal Users,No Action Needed
760,Starter,999,0.06,Low,Normal Users,No Action Needed
761,Professional,2999,0.0258333333333333,Low,At-Risk Users,No Action Needed
762,Professional,2999,0.87,High,Normal Users,Offer 20% Discount
763,Starter,999,0.1587182539682539,Low,Normal Users,No Action Needed
764,Starter,999,0.8870238095238093,High,At-Risk Users,Offer 20% Discount
765,Starter,999,0.0582222222222222,Low,Normal Users,No Action Needed
766,Starter,999,0.6390357142857143,Medium,At-Risk Users,Provide Product Training
767,Starter,999,0.63,Medium,At-Risk Users,Provide Product Training
768,Starter,999,0.3517142857142856,Low,Normal Users,No Action Needed
769,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
770,Starter,999,0.02,Low,At-Risk Users,No Action Needed
771,Starter,999,0.2421468253968253,Low,At-Risk Users,No Action Needed
772,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
773,Enterprise,9999,0.0116666666666666,Low,Power Users,Upsell Enterprise Plan
774,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
775,Starter,999,0.630668831168831,Medium,At-Risk Users,Provide Product Training
776,Starter,999,0.0341666666666666,Low,At-Risk Users,No Action Needed
777,Starter,999,0.0783333333333333,Low,At-Risk Users,No Action Needed
778,Professional,2999,0.0,Low,Normal Users,No Action Needed
779,Starter,999,0.3750259185259185,Low,Normal Users,No Action Needed
780,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
781,Professional,2999,0.0033333333333333,Low,At-Risk Users,No Action Needed
782,Starter,999,0.4726190476190476,Low,Normal Users,No Action Needed
783,Professional,2999,0.03,Low,At-Risk Users,No Action Needed
784,Professional,2999,0.0139999999999999,Low,Normal Users,No Action Needed
785,Starter,999,0.1245238095238095,Low,At-Risk Users,No Action Needed
786,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
787,Professional,2999,0.005,Low,At-Risk Users,No Action Needed
788,Professional,2999,0.0025,Low,At-Risk Users,No Action Needed
789,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
790,Starter,999,0.4828015873015872,Low,At-Risk Users,No Action Needed
791,Starter,999,0.4869047619047618,Low,At-Risk Users,No Action Needed
792,Enterprise,9999,0.02,Low,Power Users,Upsell Enterprise Plan
793,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
794,Professional,2999,0.5071428571428571,Medium,At-Risk Users,Provide Product Training
795,Starter,999,0.0245,Low,Normal Users,No Action Needed
796,Starter,999,0.938,High,At-Risk Users,Offer 20% Discount
797,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
798,Professional,2999,0.0033333333333333,Low,Normal Users,No Action Needed
799,Starter,999,0.3525911033411034,Low,At-Risk Users,No Action Needed
800,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
801,Starter,999,0.3005,Low,At-Risk Users,No Action Needed
802,Starter,999,0.7685660173160171,Medium,At-Risk Users,Provide Product Training
803,Professional,2999,0.07,Low,Normal Users,No Action Needed
804,Starter,999,0.24,Low,Normal Users,No Action Needed
805,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
806,Starter,999,0.32,Low,Normal Users,No Action Needed
807,Starter,999,0.2228086358086357,Low,At-Risk Users,No Action Needed
808,Professional,2999,0.4903452380952381,Low,At-Risk Users,No Action Needed
809,Enterprise,9999,0.0075,Low,Power Users,Upsell Enterprise Plan
810,Starter,999,0.0,Low,At-Risk Users,No Action Needed
811,Professional,2999,0.07,Low,At-Risk Users,No Action Needed
812,Starter,999,0.194056277056277,Low,At-Risk Users,No Action Needed
813,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
814,Professional,2999,0.071,Low,Normal Users,No Action Needed
815,Enterprise,9999,0.04,Low,Power Users,Upsell Enterprise Plan
816,Professional,2999,0.005,Low,At-Risk Users,No Action Needed
817,Enterprise,9999,0.0346666666666666,Low,Power Users,Upsell Enterprise Plan
818,Professional,2999,0.005,Low,At-Risk Users,No Action Needed
819,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
820,Professional,2999,0.0,Low,Normal Users,No Action Needed
821,Starter,999,0.25,Low,At-Risk Users,No Action Needed
822,Starter,999,0.3149999999999999,Low,Normal Users,No Action Needed
823,Starter,999,0.04,Low,Normal Users,No Action Needed
824,Starter,999,0.58,Medium,At-Risk Users,Provide Product Training
825,Starter,999,0.8389909812409811,High,Normal Users,Offer 20% Discount
826,Starter,999,0.4229693362193359,Low,At-Risk Users,No Action Needed
827,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
828,Starter,999,0.4998333333333333,Low,At-Risk Users,No Action Needed
829,Starter,999,0.02,Low,Normal Users,No Action Needed
830,Starter,999,0.4781388888888889,Low,At-Risk Users,No Action Needed
831,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
832,Professional,2999,0.32,Low,Normal Users,No Action Needed
833,Starter,999,0.4978480685980688,Low,At-Risk Users,No Action Needed
834,Starter,999,0.012,Low,At-Risk Users,No Action Needed
835,Starter,999,0.3101904761904761,Low,At-Risk Users,No Action Needed
836,Starter,999,0.5636666666666666,Medium,At-Risk Users,Provide Product Training
837,Starter,999,0.0758253968253968,Low,Normal Users,No Action Needed
838,Professional,2999,0.08,Low,At-Risk Users,No Action Needed
839,Starter,999,0.015,Low,Normal Users,No Action Needed
840,Enterprise,9999,0.0608333333333333,Low,Power Users,Upsell Enterprise Plan
841,Starter,999,0.0,Low,At-Risk Users,No Action Needed
842,Starter,999,0.01,Low,At-Risk Users,No Action Needed
843,Starter,999,0.4027023809523809,Low,At-Risk Users,No Action Needed
844,Professional,2999,0.0,Low,Normal Users,No Action Needed
845,Professional,2999,0.4315,Low,At-Risk Users,No Action Needed
846,Starter,999,0.1789880952380952,Low,At-Risk Users,No Action Needed
847,Professional,2999,0.0075,Low,At-Risk Users,No Action Needed
848,Professional,2999,0.0,Low,Normal Users,No Action Needed
849,Starter,999,0.1368492063492063,Low,At-Risk Users,No Action Needed
850,Professional,2999,0.2233174603174602,Low,At-Risk Users,No Action Needed
851,Starter,999,0.0,Low,Normal Users,No Action Needed
852,Starter,999,0.1334523809523809,Low,Normal Users,No Action Needed
853,Professional,2999,0.6490277777777775,Medium,At-Risk Users,Provide Product Training
854,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
855,Professional,2999,0.0,Low,Normal Users,No Action Needed
856,Starter,999,0.2839764402264401,Low,At-Risk Users,No Action Needed
857,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
858,Starter,999,0.3766130813630814,Low,At-Risk Users,No Action Needed
859,Starter,999,0.5114963369963373,Medium,At-Risk Users,Provide Product Training
860,Starter,999,0.24,Low,Normal Users,No Action Needed
861,Enterprise,9999,0.3797619047619047,Low,Power Users,Upsell Enterprise Plan
862,Starter,999,0.5286666666666668,Medium,Normal Users,Email Engagement Campaign
863,Starter,999,0.0072222222222222,Low,At-Risk Users,No Action Needed
864,Professional,2999,0.4315,Low,At-Risk Users,No Action Needed
865,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
866,Starter,999,0.1238291985791985,Low,At-Risk Users,No Action Needed
867,Starter,999,0.0066666666666666,Low,At-Risk Users,No Action Needed
868,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
869,Enterprise,9999,0.4303095238095238,Low,Power Users,Upsell Enterprise Plan
870,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
871,Professional,2999,0.4357976190476191,Low,At-Risk Users,No Action Needed
872,Enterprise,9999,0.02,Low,Power Users,Upsell Enterprise Plan
873,Professional,2999,0.0,Low,Normal Users,No Action Needed
874,Starter,999,0.0425,Low,Normal Users,No Action Needed
875,Starter,999,0.6791121933621934,Medium,At-Risk Users,Provide Product Training
876,Professional,2999,0.6276666666666667,Medium,Normal Users,Email Engagement Campaign
877,Enterprise,9999,0.3669761904761905,Low,Power Users,Upsell Enterprise Plan
878,Starter,999,0.4612460317460317,Low,At-Risk Users,No Action Needed
879,Starter,999,0.2374094516594516,Low,At-Risk Users,No Action Needed
880,Starter,999,0.3432380952380952,Low,At-Risk Users,No Action Needed
881,Starter,999,0.005,Low,At-Risk Users,No Action Needed
882,Starter,999,0.2312229437229437,Low,At-Risk Users,No Action Needed
883,Professional,2999,0.13,Low,At-Risk Users,No Action Needed
884,Professional,2999,0.66,Medium,Normal Users,Email Engagement Campaign
885,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
886,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
887,Starter,999,0.2826668707109882,Low,At-Risk Users,No Action Needed
888,Professional,2999,0.22,Low,Normal Users,No Action Needed
889,Starter,999,0.0575,Low,At-Risk Users,No Action Needed
890,Professional,2999,0.3582023809523808,Low,At-Risk Users,No Action Needed
891,Starter,999,0.3517142857142856,Low,Normal Users,No Action Needed
892,Starter,999,0.3172619047619046,Low,At-Risk Users,No Action Needed
893,Professional,2999,0.2612936507936507,Low,At-Risk Users,No Action Needed
894,Starter,999,0.0593333333333333,Low,At-Risk Users,No Action Needed
895,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
896,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
897,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
898,Starter,999,0.6723214285714287,Medium,At-Risk Users,Provide Product Training
899,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
900,Professional,2999,0.0409999999999999,Low,At-Risk Users,No Action Needed
901,Starter,999,0.02,Low,At-Risk Users,No Action Needed
902,Starter,999,0.2623066378066377,Low,Normal Users,No Action Needed
903,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
904,Starter,999,0.11,Low,Normal Users,No Action Needed
905,Professional,2999,0.08,Low,Normal Users,No Action Needed
906,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
907,Enterprise,9999,0.030047619047619,Low,Power Users,Upsell Enterprise Plan
908,Professional,2999,0.2,Low,Normal Users,No Action Needed
909,Professional,2999,0.0407619047619047,Low,At-Risk Users,No Action Needed
910,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
911,Starter,999,0.1325,Low,Normal Users,No Action Needed
912,Starter,999,0.3463095238095235,Low,Normal Users,No Action Needed
913,Starter,999,0.0,Low,At-Risk Users,No Action Needed
914,Starter,999,0.2255952380952381,Low,At-Risk Users,No Action Needed
915,Starter,999,0.2312229437229437,Low,At-Risk Users,No Action Needed
916,Starter,999,0.430047619047619,Low,At-Risk Users,No Action Needed
917,Professional,2999,0.6820634920634919,Medium,Normal Users,Email Engagement Campaign
918,Professional,2999,0.05,Low,Normal Users,No Action Needed
919,Professional,2999,0.175111111111111,Low,At-Risk Users,No Action Needed
920,Starter,999,0.3521190476190475,Low,Normal Users,No Action Needed
921,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
922,Professional,2999,0.0133333333333333,Low,Normal Users,No Action Needed
923,Starter,999,0.4821746031746031,Low,At-Risk Users,No Action Needed
924,Starter,999,0.94,High,Normal Users,Offer 20% Discount
925,Starter,999,0.3731587301587302,Low,At-Risk Users,No Action Needed
926,Starter,999,0.6269761904761905,Medium,At-Risk Users,Provide Product Training
927,Starter,999,0.3492857142857142,Low,At-Risk Users,No Action Needed
928,Starter,999,0.0961547619047619,Low,At-Risk Users,No Action Needed
929,Starter,999,0.188,Low,At-Risk Users,No Action Needed
930,Enterprise,9999,0.0166666666666666,Low,Power Users,Upsell Enterprise Plan
931,Starter,999,0.87,High,At-Risk Users,Offer 20% Discount
932,Starter,999,0.4801785714285713,Low,At-Risk Users,No Action Needed
933,Professional,2999,0.0166666666666666,Low,At-Risk Users,No Action Needed
934,Starter,999,0.1379353563103563,Low,At-Risk Users,No Action Needed
935,Enterprise,9999,0.05,Low,Power Users,Upsell Enterprise Plan
936,Starter,999,0.9580952380952382,High,At-Risk Users,Offer 20% Discount
937,Professional,2999,0.2606507936507937,Low,At-Risk Users,No Action Needed
938,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
939,Professional,2999,0.06,Low,Normal Users,No Action Needed
940,Starter,999,0.12,Low,At-Risk Users,No Action Needed
941,Enterprise,9999,0.0057142857142857,Low,Power Users,Upsell Enterprise Plan
942,Starter,999,0.0898333333333333,Low,Normal Users,No Action Needed
943,Starter,999,0.2109682539682539,Low,At-Risk Users,No Action Needed
944,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
945,Starter,999,0.2184404761904762,Low,At-Risk Users,No Action Needed
946,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
947,Starter,999,0.4161691919191919,Low,At-Risk Users,No Action Needed
948,Starter,999,0.0141666666666666,Low,Normal Users,No Action Needed
949,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
950,Starter,999,0.3509440836940837,Low,At-Risk Users,No Action Needed
951,Starter,999,0.3019206349206349,Low,Normal Users,No Action Needed
952,Starter,999,0.549280303030303,Medium,At-Risk Users,Provide Product Training
953,Starter,999,0.3677011322011321,Low,At-Risk Users,No Action Needed
954,Starter,999,0.1323888888888889,Low,At-Risk Users,No Action Needed
955,Professional,2999,0.012,Low,Normal Users,No Action Needed
956,Starter,999,0.0735,Low,At-Risk Users,No Action Needed
957,Starter,999,0.0,Low,At-Risk Users,No Action Needed
958,Starter,999,0.2278492063492062,Low,At-Risk Users,No Action Needed
959,Starter,999,0.0,Low,At-Risk Users,No Action Needed
960,Starter,999,0.0456666666666666,Low,At-Risk Users,No Action Needed
961,Starter,999,0.4961666666666666,Low,At-Risk Users,No Action Needed
962,Starter,999,0.16,Low,Normal Users,No Action Needed
963,Professional,2999,0.3,Low,Normal Users,No Action Needed
964,Starter,999,0.7803888888888889,Medium,Normal Users,Email Engagement Campaign
965,Starter,999,0.0511666666666666,Low,At-Risk Users,No Action Needed
966,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
967,Professional,2999,0.2859801587301586,Low,At-Risk Users,No Action Needed
968,Starter,999,0.6480714285714286,Medium,Normal Users,Email Engagement Campaign
969,Starter,999,0.0275,Low,Normal Users,No Action Needed
970,Professional,2999,0.4066190476190476,Low,Normal Users,No Action Needed
971,Starter,999,0.2519126984126983,Low,At-Risk Users,No Action Needed
972,Starter,999,0.3570941003441004,Low,At-Risk Users,No Action Needed
973,Starter,999,0.5363134920634921,Medium,At-Risk Users,Provide Product Training
974,Starter,999,0.4401666666666666,Low,At-Risk Users,No Action Needed
975,Starter,999,0.4123650793650792,Low,Normal Users,No Action Needed
976,Starter,999,0.3887460317460317,Low,At-Risk Users,No Action Needed
977,Professional,2999,0.0241666666666666,Low,At-Risk Users,No Action Needed
978,Starter,999,0.7109920634920635,Medium,At-Risk Users,Provide Product Training
979,Starter,999,0.0,Low,At-Risk Users,No Action Needed
980,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
981,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
982,Starter,999,0.4905435675435677,Low,At-Risk Users,No Action Needed
983,Enterprise,9999,0.09,Low,Power Users,Upsell Enterprise Plan
984,Starter,999,0.447544733044733,Low,Normal Users,No Action Needed
985,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
986,Professional,2999,0.22,Low,Normal Users,No Action Needed
987,Starter,999,0.4556666666666667,Low,At-Risk Users,No Action Needed
988,Starter,999,0.2879846819846819,Low,At-Risk Users,No Action Needed
989,Professional,2999,0.95,High,At-Risk Users,Offer 20% Discount
990,Starter,999,0.02,Low,Normal Users,No Action Needed
991,Starter,999,0.0,Low,At-Risk Users,No Action Needed
992,Starter,999,0.128588023088023,Low,At-Risk Users,No Action Needed
993,Starter,999,0.3804267399267399,Low,At-Risk Users,No Action Needed
994,Starter,999,0.019,Low,At-Risk Users,No Action Needed
995,Starter,999,0.5249574314574313,Medium,At-Risk Users,Provide Product Training
996,Starter,999,0.4649325396825398,Low,At-Risk Users,No Action Needed
997,Starter,999,0.0988845941640059,Low,At-Risk Users,No Action Needed
998,Starter,999,0.2897738095238094,Low,At-Risk Users,No Action Needed
999,Starter,999,0.4181666666666668,Low,Normal Users,No Action Needed
1000,Professional,2999,0.5566666666666666,Medium,At-Risk Users,Provide Product Training
1001,Starter,999,0.1379353563103563,Low,At-Risk Users,No Action Needed
1002,Professional,2999,0.17,Low,Normal Users,No Action Needed
1003,Starter,999,0.0,Low,Normal Users,No Action Needed
1004,Starter,999,0.0225,Low,At-Risk Users,No Action Needed
1005,Starter,999,0.01,Low,At-Risk Users,No Action Needed
1006,Professional,2999,0.3651190476190477,Low,Normal Users,No Action Needed
1007,Professional,2999,0.9131666666666668,High,At-Risk Users,Offer 20% Discount
1008,Starter,999,0.2648203463203462,Low,Normal Users,No Action Needed
1009,Starter,999,0.2865757575757575,Low,At-Risk Users,No Action Needed
1010,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1011,Starter,999,0.3735,Low,At-Risk Users,No Action Needed
1012,Starter,999,0.33,Low,At-Risk Users,No Action Needed
1013,Starter,999,0.1657142857142857,Low,At-Risk Users,No Action Needed
1014,Starter,999,0.1365,Low,At-Risk Users,No Action Needed
1015,Starter,999,0.2304584859584859,Low,At-Risk Users,No Action Needed
1016,Professional,2999,0.575,Medium,Normal Users,Email Engagement Campaign
1017,Professional,2999,0.2,Low,Normal Users,No Action Needed
1018,Professional,2999,0.0,Low,Normal Users,No Action Needed
1019,Starter,999,0.19,Low,Normal Users,No Action Needed
1020,Starter,999,0.4009999999999999,Low,At-Risk Users,No Action Needed
1021,Professional,2999,0.3976309523809524,Low,At-Risk Users,No Action Needed
1022,Starter,999,0.1416609779109779,Low,Normal Users,No Action Needed
1023,Professional,2999,0.0,Low,Normal Users,No Action Needed
1024,Starter,999,0.4859761904761905,Low,At-Risk Users,No Action Needed
1025,Starter,999,0.6719285714285715,Medium,Normal Users,Email Engagement Campaign
1026,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
1027,Starter,999,0.4989906204906205,Low,At-Risk Users,No Action Needed
1028,Starter,999,0.0666666666666666,Low,Normal Users,No Action Needed
1029,Starter,999,0.9008333333333332,High,At-Risk Users,Offer 20% Discount
1030,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1031,Starter,999,0.0466666666666666,Low,Normal Users,No Action Needed
1032,Starter,999,0.5216666666666668,Medium,Normal Users,Email Engagement Campaign
1033,Starter,999,0.5078055555555556,Medium,At-Risk Users,Provide Product Training
1034,Starter,999,0.9096666666666668,High,At-Risk Users,Offer 20% Discount
1035,Starter,999,0.3431785714285713,Low,At-Risk Users,No Action Needed
1036,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1037,Starter,999,0.0441956376956377,Low,At-Risk Users,No Action Needed
1038,Professional,2999,0.3372936507936507,Low,At-Risk Users,No Action Needed
1039,Starter,999,0.0133333333333333,Low,At-Risk Users,No Action Needed
1040,Starter,999,0.1416609779109779,Low,Normal Users,No Action Needed
1041,Starter,999,0.0,Low,At-Risk Users,No Action Needed
1042,Starter,999,0.7420595238095238,Medium,Normal Users,Email Engagement Campaign
1043,Starter,999,0.4486880896880894,Low,At-Risk Users,No Action Needed
1044,Starter,999,0.366760656010656,Low,At-Risk Users,No Action Needed
1045,Starter,999,0.0735,Low,At-Risk Users,No Action Needed
1046,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1047,Starter,999,0.2112142857142856,Low,At-Risk Users,No Action Needed
1048,Starter,999,0.1316939226718301,Low,At-Risk Users,No Action Needed
1049,Starter,999,0.019,Low,At-Risk Users,No Action Needed
1050,Professional,2999,0.0033333333333333,Low,Normal Users,No Action Needed
1051,Starter,999,0.4303333333333333,Low,At-Risk Users,No Action Needed
1052,Professional,2999,0.01,Low,Normal Users,No Action Needed
1053,Starter,999,0.7338015873015874,Medium,At-Risk Users,Provide Product Training
1054,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1055,Professional,2999,0.02,Low,At-Risk Users,No Action Needed
1056,Professional,2999,0.012,Low,Normal Users,No Action Needed
1057,Enterprise,9999,0.2598333333333333,Low,Power Users,Upsell Enterprise Plan
1058,Starter,999,0.21167316017316,Low,Normal Users,No Action Needed
1059,Starter,999,0.0,Low,Normal Users,No Action Needed
1060,Starter,999,0.3529523809523809,Low,At-Risk Users,No Action Needed
1061,Starter,999,0.0,Low,Normal Users,No Action Needed
1062,Starter,999,0.2032579365079365,Low,At-Risk Users,No Action Needed
1063,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1064,Starter,999,0.312,Low,At-Risk Users,No Action Needed
1065,Enterprise,9999,0.02,Low,Power Users,Upsell Enterprise Plan
1066,Starter,999,0.4989906204906205,Low,At-Risk Users,No Action Needed
1067,Starter,999,0.1953722666222666,Low,At-Risk Users,No Action Needed
1068,Starter,999,0.6236190476190474,Medium,At-Risk Users,Provide Product Training
1069,Professional,2999,0.2315714285714284,Low,At-Risk Users,No Action Needed
1070,Starter,999,0.1956388888888888,Low,At-Risk Users,No Action Needed
1071,Starter,999,0.0475,Low,At-Risk Users,No Action Needed
1072,Starter,999,0.0139999999999999,Low,At-Risk Users,No Action Needed
1073,Starter,999,0.2839764402264401,Low,At-Risk Users,No Action Needed
1074,Professional,2999,0.0,Low,Normal Users,No Action Needed
1075,Starter,999,0.1385,Low,At-Risk Users,No Action Needed
1076,Starter,999,0.2,Low,Normal Users,No Action Needed
1077,Starter,999,0.4058769841269841,Low,Normal Users,No Action Needed
1078,Starter,999,0.0,Low,At-Risk Users,No Action Needed
1079,Starter,999,0.165876984126984,Low,At-Risk Users,No Action Needed
1080,Starter,999,0.0,Low,At-Risk Users,No Action Needed
1081,Starter,999,0.2776875901875901,Low,At-Risk Users,No Action Needed
1082,Starter,999,0.3750259185259185,Low,Normal Users,No Action Needed
1083,Enterprise,9999,0.02,Low,Power Users,Upsell Enterprise Plan
1084,Starter,999,0.87,High,Normal Users,Offer 20% Discount
1085,Professional,2999,0.022,Low,Normal Users,No Action Needed
1086,Professional,2999,0.07,Low,At-Risk Users,No Action Needed
1087,Starter,999,0.8389909812409811,High,Normal Users,Offer 20% Discount
1088,Starter,999,0.5114963369963373,Medium,At-Risk Users,Provide Product Training
1089,Starter,999,0.2779047619047618,Low,At-Risk Users,No Action Needed
1090,Professional,2999,0.05,Low,Normal Users,No Action Needed
1091,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
1092,Professional,2999,0.0,Low,Normal Users,No Action Needed
1093,Professional,2999,0.18,Low,Normal Users,No Action Needed
1094,Starter,999,0.0425,Low,Normal Users,No Action Needed
1095,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
1096,Starter,999,0.5241666666666667,Medium,Normal Users,Email Engagement Campaign
1097,Professional,2999,0.0598333333333333,Low,At-Risk Users,No Action Needed
1098,Professional,2999,0.2315714285714284,Low,At-Risk Users,No Action Needed
1099,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1100,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1101,Professional,2999,0.15,Low,At-Risk Users,No Action Needed
1102,Starter,999,0.5311666666666667,Medium,At-Risk Users,Provide Product Training
1103,Professional,2999,0.1065,Low,Normal Users,No Action Needed
1104,Starter,999,0.14,Low,Normal Users,No Action Needed
1105,Professional,2999,0.0,Low,Normal Users,No Action Needed
1106,Starter,999,0.2221309523809523,Low,At-Risk Users,No Action Needed
1107,Starter,999,0.7991666666666667,Medium,At-Risk Users,Provide Product Training
1108,Professional,2999,0.1328333333333333,Low,Normal Users,No Action Needed
1109,Starter,999,0.4997500000000001,Low,At-Risk Users,No Action Needed
1110,Starter,999,0.23,Low,Normal Users,No Action Needed
1111,Professional,2999,0.9131666666666668,High,At-Risk Users,Offer 20% Discount
1112,Starter,999,0.69,Medium,Normal Users,Email Engagement Campaign
1113,Professional,2999,0.3081190476190475,Low,At-Risk Users,No Action Needed
1114,Starter,999,0.04,Low,At-Risk Users,No Action Needed
1115,Starter,999,0.9,High,At-Risk Users,Offer 20% Discount
1116,Starter,999,0.930968253968254,High,Normal Users,Offer 20% Discount
1117,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
1118,Starter,999,0.3521190476190475,Low,Normal Users,No Action Needed
1119,Professional,2999,0.2016666666666667,Low,At-Risk Users,No Action Needed
1120,Professional,2999,0.01,Low,Normal Users,No Action Needed
1121,Professional,2999,0.4886666666666667,Low,Normal Users,No Action Needed
1122,Professional,2999,0.009,Low,At-Risk Users,No Action Needed
1123,Starter,999,0.2339484126984126,Low,At-Risk Users,No Action Needed
1124,Starter,999,0.0139999999999999,Low,Normal Users,No Action Needed
1125,Starter,999,0.3022420634920633,Low,At-Risk Users,No Action Needed
1126,Professional,2999,0.1176190476190476,Low,At-Risk Users,No Action Needed
1127,Starter,999,0.7079696969696969,Medium,Normal Users,Email Engagement Campaign
1128,Starter,999,0.2512229437229437,Low,Normal Users,No Action Needed
1129,Starter,999,0.9580952380952382,High,At-Risk Users,Offer 20% Discount
1130,Professional,2999,0.2761547619047618,Low,At-Risk Users,No Action Needed
