user_id,plan_type,monthly_revenue,total_usage,ticket_count,segment
1263,Starter,999,193,3.0,Normal Users
1264,Starter,999,158,2.0,At-Risk Users
1265,Starter,999,119,0.0,At-Risk Users
1266,Starter,999,127,5.0,Normal Users
1267,Starter,999,166,2.0,At-Risk Users
1268,Enterprise,9999,234,2.0,Power Users
1269,Professional,2999,98,3.0,Normal Users
1270,Professional,2999,241,1.0,At-Risk Users
1271,Professional,2999,122,4.0,Normal Users
1272,Starter,999,138,2.0,At-Risk Users
1273,Starter,999,141,4.0,Normal Users
1274,Starter,999,198,0.0,At-Risk Users
1275,Starter,999,59,3.0,Normal Users
1276,Starter,999,56,3.0,Normal Users
1277,Professional,2999,142,3.0,Normal Users
1278,Professional,2999,146,2.0,At-Risk Users
1279,Starter,999,176,0.0,At-Risk Users
1280,Professional,2999,186,1.0,At-Risk Users
1281,Professional,2999,185,3.0,Normal Users
1282,Starter,999,114,0.0,At-Risk Users
1283,Starter,999,204,1.0,At-Risk Users
1284,Starter,999,180,2.0,At-Risk Users
1285,Starter,999,175,1.0,At-Risk Users
1286,Enterprise,9999,58,2.0,Power Users
1287,Professional,2999,138,1.0,At-Risk Users
1288,Starter,999,84,1.0,At-Risk Users
1289,Starter,999,143,2.0,At-Risk Users
1290,Professional,2999,123,5.0,Normal Users
1291,Starter,999,129,1.0,At-Risk Users
1292,Starter,999,90,0.0,At-Risk Users
1293,Starter,999,145,3.0,Normal Users
1294,Professional,2999,178,2.0,At-Risk Users
1295,Professional,2999,185,1.0,At-Risk Users
1296,Starter,999,151,3.0,Normal Users
1297,Starter,999,175,4.0,Normal Users
1298,Professional,2999,137,4.0,Normal Users
1299,Starter,999,229,1.0,At-Risk Users
1300,Professional,2999,187,0.0,At-Risk Users
1301,Professional,2999,234,4.0,Normal Users
1302,Starter,999,256,5.0,Normal Users
1303,Starter,999,183,3.0,Normal Users
1304,Professional,2999,91,0.0,At-Risk Users
1305,Starter,999,23,2.0,At-Risk Users
1306,Starter,999,96,2.0,At-Risk Users
1307,Professional,2999,225,4.0,Normal Users
1308,Professional,2999,99,0.0,At-Risk Users
1309,Enterprise,9999,177,1.0,Power Users
1310,Starter,999,128,2.0,At-Risk Users
1311,Starter,999,200,0.0,At-Risk Users
1312,Starter,999,189,3.0,Normal Users
1313,Professional,2999,134,2.0,At-Risk Users
1314,Starter,999,81,3.0,Normal Users
1315,Starter,999,113,3.0,Normal Users
1316,Professional,2999,242,1.0,At-Risk Users
1317,Starter,999,102,2.0,At-Risk Users
1318,Starter,999,195,2.0,At-Risk Users
1319,Professional,2999,92,4.0,Normal Users
1320,Starter,999,80,1.0,At-Risk Users
1321,Professional,2999,120,3.0,Normal Users
1322,Starter,999,246,1.0,At-Risk Users
1323,Professional,2999,149,2.0,At-Risk Users
1324,Starter,999,142,0.0,At-Risk Users
1325,Starter,999,190,2.0,At-Risk Users
1326,Professional,2999,145,1.0,At-Risk Users
1327,Starter,999,240,2.0,At-Risk Users
1328,Starter,999,99,0.0,At-Risk Users
1329,Starter,999,203,4.0,Normal Users
1330,Starter,999,258,2.0,At-Risk Users
1331,Starter,999,203,1.0,At-Risk Users
1332,Professional,2999,87,0.0,At-Risk Users
1333,Starter,999,138,2.0,At-Risk Users
1334,Starter,999,119,1.0,At-Risk Users
1335,Professional,2999,110,3.0,Normal Users
1336,Starter,999,108,5.0,Normal Users
1337,Starter,999,227,1.0,At-Risk Users
1338,Starter,999,191,3.0,Normal Users
1339,Starter,999,72,1.0,At-Risk Users
1340,Professional,2999,227,2.0,At-Risk Users
1341,Enterprise,9999,170,4.0,Power Users
1342,Starter,999,187,5.0,Normal Users
1343,Starter,999,139,0.0,At-Risk Users
1344,Starter,999,201,1.0,At-Risk Users
1345,Professional,2999,187,2.0,At-Risk Users
1346,Professional,2999,154,0.0,At-Risk Users
1347,Professional,2999,112,2.0,At-Risk Users
1348,Enterprise,9999,178,0.0,Power Users
1349,Starter,999,153,4.0,Normal Users
1350,Enterprise,9999,159,1.0,Power Users
1351,Professional,2999,136,1.0,At-Risk Users
1352,Starter,999,102,2.0,At-Risk Users
1353,Professional,2999,155,2.0,At-Risk Users
1354,Starter,999,119,2.0,At-Risk Users
1355,Professional,2999,136,0.0,At-Risk Users
1356,Starter,999,119,2.0,At-Risk Users
1357,Starter,999,102,1.0,At-Risk Users
1358,Starter,999,146,0.0,At-Risk Users
1359,Professional,2999,40,1.0,At-Risk Users
1360,Enterprise,9999,199,0.0,Power Users
1361,Professional,2999,99,2.0,At-Risk Users
1362,Starter,999,146,1.0,At-Risk Users
1363,Professional,2999,285,5.0,Normal Users
1364,Starter,999,166,0.0,At-Risk Users
1365,Starter,999,269,3.0,Normal Users
1366,Professional,2999,117,3.0,Normal Users
1367,Starter,999,281,6.0,Normal Users
1368,Starter,999,252,4.0,Normal Users
1369,Starter,999,120,3.0,Normal Users
1370,Starter,999,64,0.0,At-Risk Users
1371,Starter,999,190,3.0,Normal Users
1372,Professional,2999,182,2.0,At-Risk Users
1373,Professional,2999,166,0.0,At-Risk Users
1374,Professional,2999,83,0.0,At-Risk Users
1375,Starter,999,192,5.0,Normal Users
1376,Enterprise,9999,150,4.0,Power Users
1377,Enterprise,9999,196,3.0,Power Users
1378,Enterprise,9999,141,4.0,Power Users
1379,Starter,999,118,0.0,At-Risk Users
1380,Starter,999,94,4.0,Normal Users
1381,Enterprise,9999,140,1.0,Power Users
1382,Starter,999,194,2.0,At-Risk Users
1383,Enterprise,9999,138,2.0,Power Users
1384,Starter,999,119,2.0,At-Risk Users
1385,Enterprise,9999,151,1.0,Power Users
1386,Starter,999,269,6.0,Normal Users
1387,Enterprise,9999,60,4.0,Power Users
1388,Starter,999,139,0.0,At-Risk Users
1389,Starter,999,169,1.0,At-Risk Users
1390,Professional,2999,177,2.0,At-Risk Users
1391,Starter,999,212,5.0,Normal Users
1392,Professional,2999,95,6.0,Normal Users
1393,Starter,999,147,4.0,Normal Users
1394,Starter,999,96,2.0,At-Risk Users
1395,Starter,999,253,1.0,At-Risk Users
1396,Enterprise,9999,152,2.0,Power Users
1397,Starter,999,134,1.0,At-Risk Users
1398,Starter,999,233,2.0,At-Risk Users
1399,Starter,999,161,1.0,At-Risk Users
1400,Starter,999,293,6.0,Normal Users
1401,Starter,999,118,1.0,At-Risk Users
1402,Enterprise,9999,171,4.0,Power Users
1403,Starter,999,169,1.0,At-Risk Users
1404,Professional,2999,135,4.0,Normal Users
1405,Professional,2999,170,2.0,At-Risk Users
1406,Starter,999,258,3.0,Normal Users
1407,Enterprise,9999,177,3.0,Power Users
1408,Professional,2999,196,3.0,Normal Users
1409,Professional,2999,190,2.0,At-Risk Users
1410,Starter,999,114,2.0,At-Risk Users
1411,Professional,2999,184,5.0,Normal Users
1412,Professional,2999,287,1.0,At-Risk Users
1413,Professional,2999,96,0.0,At-Risk Users
1414,Starter,999,125,4.0,Normal Users
1415,Professional,2999,147,4.0,Normal Users
1416,Starter,999,168,1.0,At-Risk Users
1417,Starter,999,87,1.0,At-Risk Users
1418,Starter,999,175,4.0,Normal Users
1419,Professional,2999,201,1.0,At-Risk Users
1420,Starter,999,156,4.0,Normal Users
1421,Professional,2999,112,1.0,At-Risk Users
1422,Starter,999,134,2.0,At-Risk Users
1423,Starter,999,305,1.0,At-Risk Users
1424,Starter,999,156,3.0,Normal Users
1425,Professional,2999,130,2.0,At-Risk Users
1426,Starter,999,101,2.0,At-Risk Users
1427,Starter,999,138,0.0,At-Risk Users
1428,Starter,999,101,2.0,At-Risk Users
1429,Professional,2999,196,2.0,At-Risk Users
1430,Starter,999,190,5.0,Normal Users
1431,Enterprise,9999,128,1.0,Power Users
1432,Starter,999,119,2.0,At-Risk Users
1433,Enterprise,9999,117,1.0,Power Users
1434,Starter,999,42,1.0,At-Risk Users
1435,Starter,999,159,1.0,At-Risk Users
1436,Starter,999,93,5.0,Normal Users
1437,Starter,999,146,0.0,At-Risk Users
1438,Starter,999,176,2.0,At-Risk Users
1439,Starter,999,200,1.0,At-Risk Users
1440,Starter,999,230,1.0,At-Risk Users
1441,Starter,999,48,1.0,At-Risk Users
1442,Starter,999,142,3.0,Normal Users
1443,Professional,2999,172,3.0,Normal Users
1444,Starter,999,57,4.0,Normal Users
1445,Starter,999,216,1.0,At-Risk Users
1446,Professional,2999,160,4.0,Normal Users
1447,Professional,2999,140,1.0,At-Risk Users
1448,Starter,999,301,2.0,At-Risk Users
1449,Professional,2999,155,2.0,At-Risk Users
1450,Professional,2999,360,2.0,At-Risk Users
1451,Starter,999,130,1.0,At-Risk Users
1452,Enterprise,9999,57,1.0,Power Users
1453,Professional,2999,127,3.0,Normal Users
1454,Enterprise,9999,67,1.0,Power Users
1455,Enterprise,9999,214,1.0,Power Users
1456,Starter,999,140,1.0,At-Risk Users
1457,Starter,999,45,3.0,Normal Users
1458,Enterprise,9999,274,0.0,Power Users
1459,Starter,999,190,1.0,At-Risk Users
1460,Starter,999,144,3.0,Normal Users
1461,Professional,2999,181,1.0,At-Risk Users
1462,Enterprise,9999,159,3.0,Power Users
1463,Professional,2999,148,4.0,Normal Users
1464,Starter,999,257,3.0,Normal Users
1465,Starter,999,204,4.0,Normal Users
1466,Starter,999,152,3.0,Normal Users
1467,Starter,999,212,4.0,Normal Users
1468,Starter,999,210,1.0,At-Risk Users
1469,Starter,999,125,3.0,Normal Users
1470,Professional,2999,228,3.0,Normal Users
1471,Starter,999,254,0.0,At-Risk Users
1472,Professional,2999,185,1.0,At-Risk Users
1473,Starter,999,131,0.0,At-Risk Users
1474,Starter,999,271,3.0,Normal Users
1475,Starter,999,217,2.0,At-Risk Users
1476,Starter,999,148,2.0,At-Risk Users
1477,Starter,999,144,1.0,At-Risk Users
1478,Professional,2999,125,3.0,Normal Users
1479,Starter,999,163,0.0,At-Risk Users
1480,Professional,2999,197,1.0,At-Risk Users
1481,Starter,999,110,3.0,Normal Users
1482,Starter,999,81,4.0,Normal Users
1483,Enterprise,9999,216,2.0,Power Users
1484,Starter,999,283,2.0,At-Risk Users
1485,Starter,999,108,3.0,Normal Users
1486,Enterprise,9999,103,5.0,Power Users
1487,Professional,2999,186,1.0,At-Risk Users
1488,Starter,999,109,2.0,At-Risk Users
1489,Starter,999,151,0.0,At-Risk Users
1490,Starter,999,119,8.0,Normal Users
1491,Starter,999,82,2.0,At-Risk Users
1492,Starter,999,175,6.0,Normal Users
1493,Professional,2999,179,1.0,At-Risk Users
1494,Starter,999,94,0.0,At-Risk Users
1495,Starter,999,219,0.0,At-Risk Users
1496,Starter,999,208,2.0,At-Risk Users
1497,Starter,999,226,2.0,At-Risk Users
1498,Starter,999,106,3.0,Normal Users
1499,Starter,999,177,4.0,Normal Users
1500,Starter,999,163,2.0,At-Risk Users
1501,Starter,999,149,1.0,At-Risk Users
1502,Starter,999,177,1.0,At-Risk Users
1503,Starter,999,295,1.0,At-Risk Users
1504,Enterprise,9999,123,2.0,Power Users
1505,Professional,2999,200,2.0,At-Risk Users
1506,Starter,999,130,0.0,At-Risk Users
1507,Starter,999,99,3.0,Normal Users
1508,Starter,999,175,1.0,At-Risk Users
1509,Starter,999,141,2.0,At-Risk Users
1510,Professional,2999,411,4.0,Normal Users
1511,Enterprise,9999,165,3.0,Power Users
1512,Starter,999,191,2.0,At-Risk Users
1513,Professional,2999,146,4.0,Normal Users
1514,Starter,999,114,0.0,At-Risk Users
1515,Starter,999,103,1.0,At-Risk Users
1516,Starter,999,193,5.0,Normal Users
1517,Professional,2999,71,2.0,At-Risk Users
1518,Professional,2999,119,3.0,Normal Users
1519,Professional,2999,123,3.0,Normal Users
1520,Starter,999,110,3.0,Normal Users
1521,Starter,999,98,3.0,Normal Users
1522,Starter,999,218,4.0,Normal Users
1523,Enterprise,9999,387,1.0,Power Users
1524,Enterprise,9999,167,2.0,Power Users
1525,Starter,999,215,3.0,Normal Users
1526,Professional,2999,140,3.0,Normal Users
1527,Starter,999,86,3.0,Normal Users
1528,Enterprise,9999,213,4.0,Power Users
1529,Starter,999,142,3.0,Normal Users
1530,Professional,2999,222,1.0,At-Risk Users
1531,Starter,999,46,2.0,At-Risk Users
1532,Professional,2999,272,1.0,At-Risk Users
1533,Enterprise,9999,280,2.0,Power Users
1534,Starter,999,144,0.0,At-Risk Users
1535,Starter,999,119,2.0,At-Risk Users
1536,Professional,2999,160,6.0,Normal Users
1537,Starter,999,102,2.0,At-Risk Users
1538,Professional,2999,154,2.0,At-Risk Users
1539,Starter,999,111,3.0,Normal Users
1540,Starter,999,156,2.0,At-Risk Users
1541,Professional,2999,237,3.0,Normal Users
1542,Starter,999,103,1.0,At-Risk Users
1543,Starter,999,215,3.0,Normal Users
1544,Starter,999,115,4.0,Normal Users
1545,Starter,999,166,3.0,Normal Users
1546,Starter,999,248,1.0,At-Risk Users
1547,Professional,2999,74,1.0,At-Risk Users
1548,Starter,999,158,1.0,At-Risk Users
1549,Professional,2999,245,2.0,At-Risk Users
1550,Starter,999,118,1.0,At-Risk Users
1551,Starter,999,199,3.0,Normal Users
1552,Professional,2999,198,4.0,Normal Users
1553,Starter,999,109,2.0,At-Risk Users
1554,Starter,999,173,0.0,At-Risk Users
1555,Professional,2999,265,1.0,At-Risk Users
1556,Starter,999,145,2.0,At-Risk Users
1557,Starter,999,148,0.0,At-Risk Users
1558,Starter,999,123,3.0,Normal Users
1559,Professional,2999,174,1.0,At-Risk Users
1560,Professional,2999,205,1.0,At-Risk Users
1561,Professional,2999,141,4.0,Normal Users
1562,Enterprise,9999,137,2.0,Power Users
1563,Starter,999,169,6.0,Normal Users
1564,Enterprise,9999,123,2.0,Power Users
1565,Professional,2999,44,3.0,Normal Users
1566,Enterprise,9999,122,3.0,Power Users
1567,Professional,2999,111,1.0,At-Risk Users
1568,Starter,999,143,1.0,At-Risk Users
1569,Starter,999,224,4.0,Normal Users
1570,Starter,999,218,1.0,At-Risk Users
1571,Starter,999,165,3.0,Normal Users
1572,Starter,999,193,0.0,At-Risk Users
1573,Starter,999,274,1.0,At-Risk Users
1574,Starter,999,122,4.0,Normal Users
1575,Starter,999,147,2.0,At-Risk Users
1576,Enterprise,9999,214,4.0,Power Users
1577,Starter,999,168,2.0,At-Risk Users
1578,Starter,999,75,2.0,At-Risk Users
1579,Professional,2999,140,4.0,Normal Users
1580,Starter,999,170,2.0,At-Risk Users
1581,Starter,999,122,4.0,Normal Users
1582,Starter,999,114,1.0,At-Risk Users
1583,Starter,999,122,4.0,Normal Users
1584,Starter,999,128,2.0,At-Risk Users
1585,Starter,999,108,1.0,At-Risk Users
1586,Starter,999,203,0.0,At-Risk Users
1587,Professional,2999,141,2.0,At-Risk Users
1588,Starter,999,167,3.0,Normal Users
1589,Enterprise,9999,151,2.0,Power Users
1590,Professional,2999,184,1.0,At-Risk Users
1591,Starter,999,233,1.0,At-Risk Users
1592,Starter,999,132,2.0,At-Risk Users
1593,Professional,2999,73,3.0,Normal Users
1594,Starter,999,92,0.0,At-Risk Users
1595,Enterprise,9999,133,3.0,Power Users
1596,Starter,999,158,1.0,At-Risk Users
1597,Professional,2999,55,2.0,At-Risk Users
1598,Starter,999,66,4.0,Normal Users
1599,Professional,2999,118,3.0,Normal Users
1600,Professional,2999,145,0.0,At-Risk Users
1601,Enterprise,9999,149,1.0,Power Users
1602,Professional,2999,168,2.0,At-Risk Users
1603,Professional,2999,149,3.0,Normal Users
1604,Starter,999,82,3.0,Normal Users
1605,Starter,999,220,4.0,Normal Users
1606,Starter,999,184,3.0,Normal Users
1607,Professional,2999,83,2.0,At-Risk Users
1608,Starter,999,232,1.0,At-Risk Users
1609,Professional,2999,139,1.0,At-Risk Users
1610,Starter,999,61,3.0,Normal Users
1611,Professional,2999,183,3.0,Normal Users
1612,Starter,999,108,2.0,At-Risk Users
1613,Starter,999,24,0.0,At-Risk Users
1614,Starter,999,176,3.0,Normal Users
1615,Starter,999,162,1.0,At-Risk Users
1616,Starter,999,82,0.0,At-Risk Users
1617,Starter,999,210,4.0,Normal Users
1618,Starter,999,237,0.0,At-Risk Users
1619,Professional,2999,226,2.0,At-Risk Users
1620,Enterprise,9999,158,3.0,Power Users
1621,Starter,999,71,3.0,Normal Users
1622,Professional,2999,106,1.0,At-Risk Users
1623,Starter,999,183,1.0,At-Risk Users
1624,Starter,999,143,1.0,At-Risk Users
1625,Starter,999,103,3.0,Normal Users
1626,Starter,999,419,3.0,Normal Users
1627,Starter,999,283,2.0,At-Risk Users
1628,Starter,999,137,1.0,At-Risk Users
1629,Professional,2999,226,0.0,At-Risk Users
1630,Professional,2999,150,1.0,At-Risk Users
1631,Starter,999,178,2.0,At-Risk Users
1632,Starter,999,155,3.0,Normal Users
1633,Starter,999,132,2.0,At-Risk Users
1634,Professional,2999,179,3.0,Normal Users
1635,Starter,999,100,1.0,At-Risk Users
1636,Starter,999,61,1.0,At-Risk Users
1637,Starter,999,205,1.0,At-Risk Users
1638,Professional,2999,191,0.0,At-Risk Users
1639,Professional,2999,192,0.0,At-Risk Users
1640,Starter,999,133,2.0,At-Risk Users
1641,Starter,999,243,1.0,At-Risk Users
1642,Professional,2999,142,2.0,At-Risk Users
1643,Starter,999,47,1.0,At-Risk Users
1644,Starter,999,310,3.0,Normal Users
1645,Professional,2999,155,2.0,At-Risk Users
1646,Starter,999,180,1.0,At-Risk Users
1647,Starter,999,179,4.0,Normal Users
1648,Professional,2999,163,0.0,At-Risk Users
1649,Professional,2999,155,3.0,Normal Users
1650,Enterprise,9999,76,3.0,Power Users
1651,Professional,2999,217,1.0,At-Risk Users
1652,Starter,999,207,1.0,At-Risk Users
1653,Starter,999,129,4.0,Normal Users
1654,Starter,999,255,2.0,At-Risk Users
1655,Starter,999,176,5.0,Normal Users
1656,Starter,999,113,0.0,At-Risk Users
1657,Enterprise,9999,212,1.0,Power Users
1658,Starter,999,72,2.0,At-Risk Users
1659,Professional,2999,190,3.0,Normal Users
1660,Starter,999,93,3.0,Normal Users
1661,Starter,999,217,2.0,At-Risk Users
1662,Starter,999,100,2.0,At-Risk Users
1663,Professional,2999,141,3.0,Normal Users
1664,Professional,2999,119,2.0,At-Risk Users
1665,Starter,999,206,4.0,Normal Users
1666,Starter,999,248,0.0,At-Risk Users
1667,Starter,999,241,3.0,Normal Users
1668,Starter,999,102,3.0,Normal Users
1669,Starter,999,94,2.0,At-Risk Users
1670,Professional,2999,126,2.0,At-Risk Users
1671,Starter,999,186,2.0,At-Risk Users
1672,Professional,2999,106,1.0,At-Risk Users
1673,Starter,999,221,3.0,Normal Users
1674,Starter,999,193,1.0,At-Risk Users
1675,Starter,999,167,2.0,At-Risk Users
1676,Starter,999,166,1.0,At-Risk Users
1677,Starter,999,138,2.0,At-Risk Users
1678,Starter,999,246,4.0,Normal Users
1679,Professional,2999,174,3.0,Normal Users
1680,Starter,999,100,4.0,Normal Users
1681,Enterprise,9999,190,2.0,Power Users
1682,Starter,999,155,3.0,Normal Users
1683,Starter,999,98,2.0,At-Risk Users
1684,Professional,2999,155,0.0,At-Risk Users
1685,Professional,2999,166,3.0,Normal Users
1686,Starter,999,139,3.0,Normal Users
1687,Starter,999,198,0.0,At-Risk Users
1688,Professional,2999,75,1.0,At-Risk Users
1689,Starter,999,222,1.0,At-Risk Users
1690,Starter,999,102,3.0,Normal Users
1691,Starter,999,128,1.0,At-Risk Users
1692,Enterprise,9999,236,1.0,Power Users
1693,Starter,999,224,3.0,Normal Users
1694,Starter,999,189,0.0,At-Risk Users
1695,Starter,999,146,4.0,Normal Users
1696,Professional,2999,168,3.0,Normal Users
1697,Starter,999,83,1.0,At-Risk Users
1698,Enterprise,9999,195,0.0,Power Users
1699,Starter,999,157,2.0,At-Risk Users
1700,Starter,999,114,3.0,Normal Users
1701,Starter,999,125,1.0,At-Risk Users
1702,Enterprise,9999,199,3.0,Power Users
1703,Professional,2999,132,0.0,At-Risk Users
1704,Starter,999,159,1.0,At-Risk Users
1705,Professional,2999,184,1.0,At-Risk Users
1706,Starter,999,86,1.0,At-Risk Users
1707,Starter,999,99,2.0,At-Risk Users
1708,Professional,2999,189,4.0,Normal Users
1709,Professional,2999,107,2.0,At-Risk Users
1710,Enterprise,9999,142,1.0,Power Users
1711,Starter,999,289,4.0,Normal Users
1712,Enterprise,9999,65,2.0,Power Users
1713,Starter,999,212,1.0,At-Risk Users
1714,Starter,999,123,1.0,At-Risk Users
1715,Enterprise,9999,233,0.0,Power Users
1716,Enterprise,9999,185,1.0,Power Users
1717,Professional,2999,131,2.0,At-Risk Users
1718,Starter,999,261,0.0,At-Risk Users
1719,Starter,999,220,1.0,At-Risk Users
1720,Professional,2999,138,3.0,Normal Users
1721,Professional,2999,122,2.0,At-Risk Users
1722,Starter,999,145,3.0,Normal Users
1723,Starter,999,137,2.0,At-Risk Users
1724,Starter,999,173,5.0,Normal Users
1725,Professional,2999,160,2.0,At-Risk Users
1726,Professional,2999,66,1.0,At-Risk Users
1727,Enterprise,9999,142,2.0,Power Users
1728,Starter,999,151,2.0,At-Risk Users
1729,Professional,2999,237,1.0,At-Risk Users
1730,Starter,999,276,0.0,At-Risk Users
1731,Starter,999,120,4.0,Normal Users
1732,Starter,999,195,5.0,Normal Users
1733,Professional,2999,262,0.0,At-Risk Users
1734,Enterprise,9999,159,3.0,Power Users
1735,Starter,999,231,3.0,Normal Users
1736,Starter,999,115,2.0,At-Risk Users
1737,Professional,2999,182,3.0,Normal Users
1738,Enterprise,9999,181,3.0,Power Users
1739,Starter,999,201,3.0,Normal Users
1740,Starter,999,183,1.0,At-Risk Users
1741,Professional,2999,131,3.0,Normal Users
1742,Enterprise,9999,207,1.0,Power Users
1743,Starter,999,121,2.0,At-Risk Users
1744,Professional,2999,176,0.0,At-Risk Users
1745,Professional,2999,176,3.0,Normal Users
1746,Starter,999,175,1.0,At-Risk Users
1747,Enterprise,9999,144,2.0,Power Users
1748,Starter,999,164,1.0,At-Risk Users
1749,Professional,2999,295,2.0,At-Risk Users
1750,Starter,999,197,2.0,At-Risk Users
1751,Professional,2999,205,3.0,Normal Users
1752,Enterprise,9999,149,1.0,Power Users
1753,Professional,2999,142,3.0,Normal Users
1754,Starter,999,125,3.0,Normal Users
1755,Professional,2999,206,0.0,At-Risk Users
1756,Starter,999,113,1.0,At-Risk Users
1757,Enterprise,9999,181,3.0,Power Users
1758,Starter,999,112,1.0,At-Risk Users
1759,Enterprise,9999,171,2.0,Power Users
1760,Starter,999,108,3.0,Normal Users
1761,Starter,999,149,1.0,At-Risk Users
1762,Starter,999,161,2.0,At-Risk Users
1763,Starter,999,101,1.0,At-Risk Users
1764,Starter,999,151,2.0,At-Risk Users
1765,Starter,999,100,2.0,At-Risk Users
1766,Starter,999,116,2.0,At-Risk Users
1767,Starter,999,156,2.0,At-Risk Users
1768,Starter,999,341,1.0,At-Risk Users
1769,Starter,999,242,0.0,At-Risk Users
1770,Professional,2999,92,2.0,At-Risk Users
1771,Starter,999,160,1.0,At-Risk Users
1772,Starter,999,191,1.0,At-Risk Users
1773,Starter,999,175,4.0,Normal Users
1774,Starter,999,104,1.0,At-Risk Users
1775,Starter,999,174,4.0,Normal Users
1776,Professional,2999,142,3.0,Normal Users
1777,Starter,999,141,3.0,Normal Users
1778,Starter,999,152,2.0,At-Risk Users
1779,Starter,999,137,2.0,At-Risk Users
1780,Enterprise,9999,119,1.0,Power Users
1781,Professional,2999,147,1.0,At-Risk Users
1782,Starter,999,156,0.0,At-Risk Users
1783,Professional,2999,196,5.0,Normal Users
1784,Starter,999,92,2.0,At-Risk Users
1785,Starter,999,70,1.0,At-Risk Users
1786,Starter,999,92,3.0,Normal Users
1787,Professional,2999,102,0.0,At-Risk Users
1788,Professional,2999,161,1.0,At-Risk Users
1789,Starter,999,168,1.0,At-Risk Users
1790,Professional,2999,252,0.0,At-Risk Users
1791,Starter,999,201,2.0,At-Risk Users
1792,Enterprise,9999,86,2.0,Power Users
1793,Starter,999,87,3.0,Normal Users
1794,Starter,999,161,2.0,At-Risk Users
1795,Starter,999,170,2.0,At-Risk Users
1796,Starter,999,105,4.0,Normal Users
1797,Starter,999,269,1.0,At-Risk Users
1798,Starter,999,108,1.0,At-Risk Users
1799,Starter,999,209,3.0,Normal Users
1800,Starter,999,88,3.0,Normal Users
1801,Starter,999,138,0.0,At-Risk Users
1802,Professional,2999,218,0.0,At-Risk Users
1803,Starter,999,130,4.0,Normal Users
1804,Enterprise,9999,218,3.0,Power Users
1805,Starter,999,212,3.0,Normal Users
1806,Starter,999,208,4.0,Normal Users
1807,Professional,2999,142,3.0,Normal Users
1808,Starter,999,98,1.0,At-Risk Users
1809,Starter,999,215,1.0,At-Risk Users
1810,Starter,999,69,2.0,At-Risk Users
1811,Starter,999,178,2.0,At-Risk Users
1812,Starter,999,195,3.0,Normal Users
1813,Starter,999,191,0.0,At-Risk Users
1814,Starter,999,73,0.0,At-Risk Users
1815,Professional,2999,104,3.0,Normal Users
1816,Enterprise,9999,168,0.0,Power Users
1817,Starter,999,165,1.0,At-Risk Users
1818,Professional,2999,275,2.0,At-Risk Users
1819,Starter,999,217,3.0,Normal Users
1820,Professional,2999,111,2.0,At-Risk Users
1821,Starter,999,112,2.0,At-Risk Users
1822,Professional,2999,158,2.0,At-Risk Users
1823,Enterprise,9999,136,0.0,Power Users
1824,Starter,999,224,2.0,At-Risk Users
1825,Professional,2999,193,2.0,At-Risk Users
1826,Starter,999,91,3.0,Normal Users
1827,Starter,999,219,4.0,Normal Users
1828,Starter,999,123,1.0,At-Risk Users
1829,Starter,999,185,3.0,Normal Users
1830,Starter,999,57,5.0,Normal Users
1831,Starter,999,120,2.0,At-Risk Users
1832,Professional,2999,219,1.0,At-Risk Users
1833,Starter,999,286,0.0,At-Risk Users
1834,Professional,2999,149,2.0,At-Risk Users
1835,Starter,999,126,2.0,At-Risk Users
1836,Starter,999,205,2.0,At-Risk Users
1837,Professional,2999,120,2.0,At-Risk Users
1838,Starter,999,99,1.0,At-Risk Users
1839,Starter,999,213,5.0,Normal Users
1840,Professional,2999,167,1.0,At-Risk Users
1841,Starter,999,179,3.0,Normal Users
1842,Starter,999,244,2.0,At-Risk Users
1843,Professional,2999,159,2.0,At-Risk Users
1844,Enterprise,9999,88,1.0,Power Users
1845,Professional,2999,169,2.0,At-Risk Users
1846,Starter,999,158,1.0,At-Risk Users
1847,Professional,2999,217,3.0,Normal Users
1848,Starter,999,102,2.0,At-Risk Users
1849,Professional,2999,237,2.0,At-Risk Users
1850,Starter,999,163,3.0,Normal Users
1851,Starter,999,196,2.0,At-Risk Users
1852,Starter,999,145,2.0,At-Risk Users
1853,Professional,2999,178,0.0,At-Risk Users
1854,Starter,999,122,6.0,Normal Users
1855,Starter,999,191,0.0,At-Risk Users
1856,Professional,2999,108,1.0,At-Risk Users
1857,Professional,2999,233,1.0,At-Risk Users
1858,Professional,2999,166,1.0,At-Risk Users
1859,Professional,2999,153,0.0,At-Risk Users
1860,Starter,999,216,1.0,At-Risk Users
1861,Starter,999,50,1.0,At-Risk Users
1862,Professional,2999,117,0.0,At-Risk Users
1863,Starter,999,176,1.0,At-Risk Users
1864,Starter,999,197,4.0,Normal Users
1865,Professional,2999,116,0.0,At-Risk Users
1866,Starter,999,235,3.0,Normal Users
1867,Professional,2999,163,3.0,Normal Users
1868,Starter,999,148,2.0,At-Risk Users
1869,Starter,999,33,3.0,Normal Users
1870,Starter,999,144,2.0,At-Risk Users
1871,Enterprise,9999,207,3.0,Power Users
1872,Professional,2999,214,3.0,Normal Users
1873,Starter,999,79,4.0,Normal Users
1874,Starter,999,148,1.0,At-Risk Users
1875,Starter,999,157,1.0,At-Risk Users
1876,Starter,999,201,4.0,Normal Users
1877,Professional,2999,158,1.0,At-Risk Users
1878,Professional,2999,197,2.0,At-Risk Users
